row_uid,facet,sample,score
197,altruism,1,75.0
197,altruism,2,75.0
197,altruism,3,75.0
197,altruism,4,75.0
197,cooperation,0,90.0
197,cooperation,1,85.0
197,cooperation,2,85.0
197,cooperation,3,85.0
197,cooperation,4,85.0
197,modesty,0,85.0
197,modesty,1,85.0
197,modesty,2,85.0
197,modesty,3,85.0
197,modesty,4,85.0
197,sympathy,0,70.0
197,sympathy,1,75.0
197,sympathy,2,85.0
197,sympathy,3,70.0
197,sympathy,4,75.0
198,trust,0,65.0
198,trust,1,45.0
198,trust,2,60.0
198,trust,3,60.0
198,trust,4,65.0
198,altruism,0,75.0
198,altruism,1,75.0
198,altruism,2,85.0
198,altruism,3,75.0
198,altruism,4,75.0
198,cooperation,0,85.0
198,cooperation,1,85.0
198,cooperation,2,85.0
198,cooperation,3,85.0
198,cooperation,4,85.0
198,modesty,0,95.0
198,modesty,1,90.0
198,modesty,2,90.0
198,modesty,3,90.0
198,modesty,4,90.0
198,sympathy,0,65.0
198,sympathy,1,65.0
198,sympathy,2,65.0
198,sympathy,3,65.0
198,sympathy,4,65.0
199,trust,0,45.0
199,trust,1,45.0
199,trust,2,45.0
199,trust,3,45.0
199,trust,4,45.0
199,altruism,0,45.0
199,altruism,1,45.0
199,altruism,2,45.0
199,altruism,3,45.0
199,altruism,4,45.0
199,cooperation,0,75.0
199,cooperation,1,75.0
199,cooperation,2,75.0
199,cooperation,3,75.0
199,cooperation,4,75.0
199,modesty,0,85.0
199,modesty,1,75.0
199,modesty,2,75.0
199,modesty,3,75.0
199,modesty,4,75.0
199,sympathy,0,45.0
199,sympathy,1,45.0
199,sympathy,2,45.0
199,sympathy,3,45.0
199,sympathy,4,45.0
200,trust,0,45.0
200,trust,1,45.0
200,trust,2,45.0
200,trust,3,45.0
200,trust,4,45.0
200,altruism,0,45.0
200,altruism,1,45.0
200,altruism,2,45.0
200,altruism,3,45.0
200,altruism,4,45.0
200,cooperation,0,75.0
200,cooperation,1,75.0
200,cooperation,2,75.0
200,cooperation,3,75.0
200,cooperation,4,65.0
200,modesty,0,85.0
200,modesty,1,90.0
200,modesty,2,85.0
200,modesty,3,85.0
200,modesty,4,90.0
200,sympathy,0,65.0
200,sympathy,1,45.0
200,sympathy,2,45.0
200,sympathy,3,45.0
200,sympathy,4,45.0
201,trust,0,65.0
201,trust,1,65.0
201,trust,2,65.0
201,trust,3,65.0
201,trust,4,65.0
201,altruism,0,70.0
201,altruism,1,65.0
201,altruism,2,65.0
201,altruism,3,70.0
201,altruism,4,65.0
201,cooperation,0,75.0
201,cooperation,1,75.0
201,cooperation,2,75.0
201,cooperation,3,75.0
201,cooperation,4,75.0
201,modesty,0,85.0
201,modesty,1,85.0
201,modesty,2,85.0
201,modesty,3,85.0
201,modesty,4,85.0
201,sympathy,0,45.0
201,sympathy,1,45.0
201,sympathy,2,65.0
201,sympathy,3,65.0
201,sympathy,4,65.0
202,trust,0,65.0
202,trust,1,65.0
202,trust,2,65.0
202,trust,3,65.0
202,trust,4,65.0
202,altruism,0,45.0
202,altruism,1,45.0
202,altruism,2,45.0
202,altruism,3,45.0
202,altruism,4,45.0
202,cooperation,0,75.0
202,cooperation,1,75.0
202,cooperation,2,75.0
202,cooperation,3,75.0
202,cooperation,4,75.0
202,modesty,0,75.0
202,modesty,1,85.0
202,modesty,2,85.0
202,modesty,3,85.0
202,modesty,4,85.0
202,sympathy,0,65.0
202,sympathy,1,65.0
202,sympathy,2,65.0
202,sympathy,3,65.0
202,sympathy,4,65.0
203,trust,0,45.0
203,trust,1,45.0
203,trust,2,40.0
203,trust,3,45.0
203,trust,4,45.0
203,altruism,0,65.0
203,altruism,1,65.0
203,altruism,2,65.0
203,altruism,3,65.0
203,altruism,4,65.0
203,cooperation,0,85.0
203,cooperation,1,85.0
203,cooperation,2,85.0
203,cooperation,3,85.0
203,cooperation,4,85.0
203,modesty,0,85.0
203,modesty,1,85.0
203,modesty,2,85.0
203,modesty,3,85.0
203,modesty,4,85.0
203,sympathy,0,75.0
203,sympathy,1,85.0
203,sympathy,2,75.0
203,sympathy,3,85.0
203,sympathy,4,65.0
204,trust,0,45.0
204,trust,1,45.0
204,trust,2,45.0
204,trust,3,45.0
204,trust,4,45.0
204,altruism,0,35.0
204,altruism,1,45.0
204,altruism,2,45.0
204,altruism,3,65.0
204,altruism,4,40.0
204,cooperation,0,65.0
204,cooperation,1,65.0
204,cooperation,2,65.0
204,cooperation,3,75.0
204,cooperation,4,75.0
204,modesty,0,85.0
204,modesty,1,85.0
204,modesty,2,85.0
204,modesty,3,85.0
204,modesty,4,75.0
204,sympathy,0,45.0
204,sympathy,1,45.0
204,sympathy,2,45.0
204,sympathy,3,45.0
204,sympathy,4,45.0
205,trust,0,45.0
205,trust,1,45.0
205,trust,2,45.0
205,trust,3,65.0
205,trust,4,45.0
205,altruism,0,50.0
205,altruism,1,45.0
205,altruism,2,45.0
205,altruism,3,45.0
205,altruism,4,45.0
205,cooperation,0,75.0
205,cooperation,1,65.0
205,cooperation,2,65.0
205,cooperation,3,75.0
205,cooperation,4,75.0
205,modesty,0,85.0
205,modesty,1,85.0
205,modesty,2,85.0
205,modesty,3,85.0
205,modesty,4,85.0
205,sympathy,0,45.0
205,sympathy,1,45.0
205,sympathy,2,45.0
205,sympathy,3,45.0
205,sympathy,4,45.0
206,trust,0,45.0
206,trust,1,45.0
206,trust,2,45.0
206,trust,3,45.0
206,trust,4,45.0
206,altruism,0,40.0
206,altruism,1,40.0
206,altruism,2,40.0
206,altruism,3,40.0
206,altruism,4,40.0
206,cooperation,0,80.0
206,cooperation,1,75.0
206,cooperation,2,80.0
206,cooperation,3,75.0
206,cooperation,4,80.0
206,modesty,0,75.0
206,modesty,1,75.0
206,modesty,2,75.0
206,modesty,3,75.0
206,modesty,4,75.0
206,sympathy,0,45.0
206,sympathy,1,45.0
206,sympathy,2,45.0
206,sympathy,3,45.0
206,sympathy,4,45.0
207,trust,0,45.0
207,trust,1,45.0
207,trust,2,45.0
207,trust,3,45.0
207,trust,4,45.0
207,altruism,0,75.0
207,altruism,1,75.0
207,altruism,2,75.0
207,altruism,3,75.0
207,altruism,4,75.0
207,cooperation,0,85.0
207,cooperation,1,85.0
207,cooperation,2,85.0
207,cooperation,3,85.0
207,cooperation,4,85.0
207,modesty,0,90.0
207,modesty,1,90.0
207,modesty,2,90.0
207,modesty,3,90.0
207,modesty,4,90.0
207,sympathy,0,75.0
207,sympathy,1,75.0
207,sympathy,2,85.0
207,sympathy,3,75.0
207,sympathy,4,75.0
208,trust,0,85.0
208,trust,1,85.0
208,trust,2,75.0
208,trust,3,75.0
208,trust,4,85.0
208,altruism,0,85.0
208,altruism,1,85.0
208,altruism,2,85.0
208,altruism,3,85.0
208,altruism,4,85.0
208,cooperation,0,90.0
208,cooperation,1,90.0
208,cooperation,2,90.0
208,cooperation,3,85.0
208,cooperation,4,85.0
208,modesty,0,75.0
208,modesty,1,75.0
208,modesty,2,75.0
208,modesty,3,85.0
208,modesty,4,75.0
208,sympathy,0,90.0
208,sympathy,1,90.0
208,sympathy,2,90.0
208,sympathy,3,90.0
208,sympathy,4,90.0
209,trust,0,45.0
209,trust,1,45.0
209,trust,2,45.0
209,trust,3,45.0
209,trust,4,45.0
209,altruism,0,65.0
209,altruism,1,70.0
209,altruism,2,65.0
209,altruism,3,75.0
209,altruism,4,70.0
209,cooperation,0,85.0
209,cooperation,1,85.0
209,cooperation,2,85.0
209,cooperation,3,85.0
209,cooperation,4,85.0
209,modesty,0,85.0
209,modesty,1,85.0
209,modesty,2,85.0
209,modesty,3,85.0
209,modesty,4,85.0
209,sympathy,0,65.0
209,sympathy,1,65.0
209,sympathy,2,65.0
209,sympathy,3,65.0
209,sympathy,4,65.0
210,trust,0,65.0
210,trust,1,65.0
210,trust,2,65.0
210,trust,3,65.0
210,trust,4,65.0
210,altruism,0,40.0
210,altruism,1,45.0
210,altruism,2,25.0
210,altruism,3,40.0
210,altruism,4,45.0
210,cooperation,0,25.0
210,cooperation,1,25.0
210,cooperation,2,25.0
210,cooperation,3,25.0
210,cooperation,4,25.0
210,modesty,0,35.0
210,modesty,1,35.0
210,modesty,2,35.0
210,modesty,3,25.0
210,modesty,4,35.0
210,sympathy,0,25.0
210,sympathy,1,45.0
210,sympathy,2,45.0
210,sympathy,3,30.0
210,sympathy,4,45.0
211,trust,0,85.0
211,trust,1,85.0
211,trust,2,85.0
211,trust,3,85.0
211,trust,4,85.0
211,altruism,0,75.0
211,altruism,1,85.0
211,altruism,2,85.0
211,altruism,3,85.0
211,altruism,4,85.0
211,cooperation,0,25.0
211,cooperation,1,25.0
211,cooperation,2,25.0
211,cooperation,3,25.0
211,cooperation,4,25.0
211,modesty,0,25.0
211,modesty,1,25.0
211,modesty,2,25.0
211,modesty,3,25.0
211,modesty,4,25.0
211,sympathy,0,20.0
211,sympathy,1,25.0
211,sympathy,2,25.0
211,sympathy,3,25.0
211,sympathy,4,25.0
212,trust,0,0.0
212,trust,1,0.0
212,trust,2,0.0
212,trust,3,15.0
212,trust,4,25.0
212,altruism,0,25.0
212,altruism,1,25.0
212,altruism,2,25.0
212,altruism,3,25.0
212,altruism,4,25.0
212,cooperation,0,25.0
212,cooperation,1,25.0
212,cooperation,2,25.0
212,cooperation,3,25.0
212,cooperation,4,25.0
212,modesty,0,25.0
212,modesty,1,25.0
212,modesty,2,25.0
212,modesty,3,25.0
212,modesty,4,25.0
212,sympathy,0,25.0
212,sympathy,1,0.0
212,sympathy,2,0.0
212,sympathy,3,0.0
212,sympathy,4,0.0
213,trust,0,25.0
213,trust,1,25.0
213,trust,2,25.0
213,trust,3,25.0
213,trust,4,25.0
213,altruism,0,25.0
213,altruism,1,25.0
213,altruism,2,25.0
213,altruism,3,25.0
213,altruism,4,25.0
213,cooperation,0,25.0
213,cooperation,1,25.0
213,cooperation,2,25.0
213,cooperation,3,25.0
213,cooperation,4,25.0
213,modesty,0,45.0
213,modesty,1,45.0
213,modesty,2,45.0
213,modesty,3,45.0
213,modesty,4,45.0
213,sympathy,0,25.0
213,sympathy,1,25.0
213,sympathy,2,25.0
213,sympathy,3,25.0
213,sympathy,4,25.0
214,trust,0,25.0
214,trust,1,25.0
214,trust,2,25.0
214,trust,3,25.0
214,trust,4,25.0
214,altruism,0,25.0
214,altruism,1,25.0
214,altruism,2,25.0
214,altruism,3,25.0
214,altruism,4,25.0
214,cooperation,0,25.0
214,cooperation,1,25.0
214,cooperation,2,25.0
214,cooperation,3,25.0
214,cooperation,4,25.0
214,modesty,0,45.0
214,modesty,1,45.0
214,modesty,2,40.0
214,modesty,3,45.0
214,modesty,4,45.0
214,sympathy,0,25.0
214,sympathy,1,25.0
214,sympathy,2,25.0
214,sympathy,3,25.0
214,sympathy,4,25.0
215,trust,0,25.0
215,trust,1,25.0
215,trust,2,25.0
215,trust,3,25.0
215,trust,4,25.0
215,altruism,0,25.0
215,altruism,1,25.0
215,altruism,2,45.0
215,altruism,3,25.0
215,altruism,4,25.0
215,cooperation,0,25.0
215,cooperation,1,25.0
215,cooperation,2,25.0
215,cooperation,3,25.0
215,cooperation,4,25.0
215,modesty,0,30.0
215,modesty,1,25.0
215,modesty,2,30.0
215,modesty,3,25.0
215,modesty,4,25.0
215,sympathy,0,25.0
215,sympathy,1,25.0
215,sympathy,2,10.0
215,sympathy,3,10.0
215,sympathy,4,10.0
216,trust,0,25.0
216,trust,1,25.0
216,trust,2,25.0
216,trust,3,25.0
216,trust,4,25.0
216,altruism,0,25.0
216,altruism,1,25.0
216,altruism,2,25.0
216,altruism,3,25.0
216,altruism,4,25.0
216,cooperation,0,20.0
216,cooperation,1,25.0
216,cooperation,2,30.0
216,cooperation,3,25.0
216,cooperation,4,25.0
216,modesty,0,25.0
216,modesty,1,30.0
216,modesty,2,30.0
216,modesty,3,30.0
216,modesty,4,30.0
216,sympathy,0,25.0
216,sympathy,1,25.0
216,sympathy,2,25.0
216,sympathy,3,25.0
216,sympathy,4,25.0
217,trust,0,25.0
217,trust,1,25.0
217,trust,2,25.0
217,trust,3,25.0
217,trust,4,25.0
217,altruism,0,85.0
217,altruism,1,85.0
217,altruism,2,65.0
217,altruism,3,85.0
217,altruism,4,85.0
217,cooperation,0,25.0
217,cooperation,1,25.0
217,cooperation,2,25.0
217,cooperation,3,25.0
217,cooperation,4,25.0
217,modesty,0,35.0
217,modesty,1,35.0
217,modesty,2,35.0
217,modesty,3,25.0
217,modesty,4,25.0
217,sympathy,0,25.0
217,sympathy,1,25.0
217,sympathy,2,25.0
217,sympathy,3,25.0
217,sympathy,4,25.0
218,trust,0,85.0
218,trust,1,85.0
218,trust,2,65.0
218,trust,3,85.0
218,trust,4,65.0
218,altruism,0,65.0
218,altruism,1,65.0
218,altruism,2,80.0
218,altruism,3,65.0
218,altruism,4,65.0
218,cooperation,0,30.0
218,cooperation,1,30.0
218,cooperation,2,25.0
218,cooperation,3,25.0
218,cooperation,4,35.0
218,modesty,0,30.0
218,modesty,1,20.0
218,modesty,2,30.0
218,modesty,3,25.0
218,modesty,4,25.0
218,sympathy,0,85.0
218,sympathy,1,85.0
218,sympathy,2,85.0
218,sympathy,3,75.0
218,sympathy,4,85.0
219,trust,0,85.0
219,trust,1,85.0
219,trust,2,85.0
219,trust,3,85.0
219,trust,4,85.0
219,altruism,0,85.0
219,altruism,1,65.0
219,altruism,2,65.0
219,altruism,3,65.0
219,altruism,4,85.0
219,cooperation,0,65.0
219,cooperation,1,65.0
219,cooperation,2,65.0
219,cooperation,3,65.0
219,cooperation,4,65.0
219,modesty,0,30.0
219,modesty,1,30.0
219,modesty,2,35.0
219,modesty,3,35.0
219,modesty,4,30.0
219,sympathy,0,45.0
219,sympathy,1,45.0
219,sympathy,2,45.0
219,sympathy,3,45.0
219,sympathy,4,45.0
220,trust,0,85.0
220,trust,1,85.0
220,trust,2,85.0
220,trust,3,90.0
220,trust,4,85.0
220,altruism,0,95.0
220,altruism,1,95.0
220,altruism,2,95.0
220,altruism,3,95.0
220,altruism,4,95.0
220,cooperation,0,25.0
220,cooperation,1,25.0
220,cooperation,2,20.0
220,cooperation,3,25.0
220,cooperation,4,20.0
220,modesty,0,15.0
220,modesty,1,10.0
220,modesty,2,25.0
220,modesty,3,25.0
220,modesty,4,25.0
220,sympathy,0,90.0
220,sympathy,1,90.0
220,sympathy,2,90.0
220,sympathy,3,90.0
220,sympathy,4,90.0
221,trust,0,65.0
221,trust,1,65.0
221,trust,2,65.0
221,trust,3,65.0
221,trust,4,65.0
221,altruism,0,90.0
221,altruism,1,90.0
221,altruism,2,90.0
221,altruism,3,90.0
221,altruism,4,90.0
221,cooperation,0,35.0
221,cooperation,1,30.0
221,cooperation,2,30.0
221,cooperation,3,40.0
221,cooperation,4,35.0
221,modesty,0,45.0
221,modesty,1,35.0
221,modesty,2,40.0
221,modesty,3,40.0
221,modesty,4,40.0
221,sympathy,0,75.0
221,sympathy,1,45.0
221,sympathy,2,45.0
221,sympathy,3,45.0
221,sympathy,4,45.0
222,trust,0,25.0
222,trust,1,25.0
222,trust,2,25.0
222,trust,3,25.0
222,trust,4,25.0
222,altruism,0,90.0
222,altruism,1,95.0
222,altruism,2,90.0
222,altruism,3,90.0
222,altruism,4,90.0
222,cooperation,0,0.0
222,cooperation,1,20.0
222,cooperation,2,20.0
222,cooperation,3,0.0
222,cooperation,4,20.0
222,modesty,0,25.0
222,modesty,1,10.0
222,modesty,2,15.0
222,modesty,3,10.0
222,modesty,4,15.0
222,sympathy,0,25.0
222,sympathy,1,25.0
222,sympathy,2,25.0
222,sympathy,3,25.0
222,sympathy,4,25.0
223,trust,0,25.0
223,trust,1,45.0
223,trust,2,45.0
223,trust,3,45.0
223,trust,4,45.0
223,altruism,0,65.0
223,altruism,1,65.0
223,altruism,2,65.0
223,altruism,3,65.0
223,altruism,4,40.0
223,cooperation,0,25.0
223,cooperation,1,25.0
223,cooperation,2,25.0
223,cooperation,3,25.0
223,cooperation,4,25.0
223,modesty,0,45.0
223,modesty,1,35.0
223,modesty,2,35.0
223,modesty,3,35.0
223,modesty,4,35.0
223,sympathy,0,25.0
223,sympathy,1,25.0
223,sympathy,2,25.0
223,sympathy,3,25.0
223,sympathy,4,25.0
224,trust,0,85.0
224,trust,1,85.0
224,trust,2,85.0
224,trust,3,80.0
224,trust,4,85.0
224,altruism,0,40.0
224,altruism,1,40.0
224,altruism,2,40.0
224,altruism,3,40.0
224,altruism,4,40.0
224,cooperation,0,30.0
224,cooperation,1,30.0
224,cooperation,2,25.0
224,cooperation,3,25.0
224,cooperation,4,25.0
224,modesty,0,30.0
224,modesty,1,30.0
224,modesty,2,30.0
224,modesty,3,25.0
224,modesty,4,35.0
224,sympathy,0,35.0
224,sympathy,1,35.0
224,sympathy,2,35.0
224,sympathy,3,35.0
224,sympathy,4,35.0
225,trust,0,85.0
225,trust,1,75.0
225,trust,2,65.0
225,trust,3,85.0
225,trust,4,85.0
225,altruism,0,85.0
225,altruism,1,85.0
225,altruism,2,85.0
225,altruism,3,85.0
225,altruism,4,85.0
225,cooperation,0,40.0
225,cooperation,1,40.0
225,cooperation,2,30.0
225,cooperation,3,40.0
225,cooperation,4,40.0
225,modesty,0,45.0
225,modesty,1,45.0
225,modesty,2,40.0
225,modesty,3,45.0
225,modesty,4,45.0
225,sympathy,0,45.0
225,sympathy,1,65.0
225,sympathy,2,45.0
225,sympathy,3,45.0
225,sympathy,4,45.0
226,trust,0,40.0
226,trust,1,45.0
226,trust,2,65.0
226,trust,3,45.0
226,trust,4,45.0
226,altruism,0,25.0
226,altruism,1,25.0
226,altruism,2,25.0
226,altruism,3,25.0
226,altruism,4,25.0
226,cooperation,0,30.0
226,cooperation,1,25.0
226,cooperation,2,25.0
226,cooperation,3,25.0
226,cooperation,4,25.0
226,modesty,0,35.0
226,modesty,1,40.0
226,modesty,2,45.0
226,modesty,3,45.0
226,modesty,4,45.0
226,sympathy,0,25.0
226,sympathy,1,25.0
226,sympathy,2,25.0
226,sympathy,3,25.0
226,sympathy,4,25.0
227,trust,0,0.0
227,trust,1,25.0
227,trust,2,0.0
227,trust,3,0.0
227,trust,4,25.0
227,altruism,0,65.0
227,altruism,1,65.0
227,altruism,2,25.0
227,altruism,3,75.0
227,altruism,4,75.0
227,cooperation,0,10.0
227,cooperation,1,0.0
227,cooperation,2,10.0
227,cooperation,3,0.0
227,cooperation,4,0.0
227,modesty,0,10.0
227,modesty,1,10.0
227,modesty,2,10.0
227,modesty,3,10.0
227,modesty,4,10.0
227,sympathy,0,0.0
227,sympathy,1,0.0
227,sympathy,2,0.0
227,sympathy,3,0.0
227,sympathy,4,0.0
228,trust,0,25.0
228,trust,1,20.0
228,trust,2,25.0
228,trust,3,20.0
228,trust,4,65.0
228,altruism,0,85.0
228,altruism,1,65.0
228,altruism,2,85.0
228,altruism,3,85.0
228,altruism,4,85.0
228,cooperation,0,10.0
228,cooperation,1,20.0
228,cooperation,2,10.0
228,cooperation,3,10.0
228,cooperation,4,10.0
228,modesty,0,15.0
228,modesty,1,15.0
228,modesty,2,25.0
228,modesty,3,15.0
228,modesty,4,15.0
228,sympathy,0,25.0
228,sympathy,1,25.0
228,sympathy,2,25.0
228,sympathy,3,25.0
228,sympathy,4,25.0
229,trust,0,65.0
229,trust,1,65.0
229,trust,2,80.0
229,trust,3,65.0
229,trust,4,65.0
229,altruism,0,30.0
229,altruism,1,25.0
229,altruism,2,25.0
229,altruism,3,25.0
229,altruism,4,25.0
229,cooperation,0,85.0
229,cooperation,1,85.0
229,cooperation,2,85.0
229,cooperation,3,85.0
229,cooperation,4,85.0
229,modesty,0,25.0
229,modesty,1,25.0
229,modesty,2,25.0
229,modesty,3,25.0
229,modesty,4,25.0
229,sympathy,0,40.0
229,sympathy,1,25.0
229,sympathy,2,25.0
229,sympathy,3,45.0
229,sympathy,4,45.0
230,trust,0,45.0
230,trust,1,45.0
230,trust,2,45.0
230,trust,3,45.0
230,trust,4,45.0
230,altruism,0,25.0
230,altruism,1,25.0
230,altruism,2,30.0
230,altruism,3,25.0
230,altruism,4,30.0
230,cooperation,0,45.0
230,cooperation,1,45.0
230,cooperation,2,35.0
230,cooperation,3,45.0
230,cooperation,4,40.0
230,modesty,0,45.0
230,modesty,1,45.0
230,modesty,2,45.0
230,modesty,3,45.0
230,modesty,4,45.0
230,sympathy,0,45.0
230,sympathy,1,35.0
230,sympathy,2,45.0
230,sympathy,3,45.0
230,sympathy,4,45.0
231,trust,0,15.0
231,trust,1,15.0
231,trust,2,10.0
231,trust,3,10.0
231,trust,4,10.0
231,altruism,0,10.0
231,altruism,1,15.0
231,altruism,2,0.0
231,altruism,3,0.0
231,altruism,4,25.0
231,cooperation,0,20.0
231,cooperation,1,15.0
231,cooperation,2,10.0
231,cooperation,3,10.0
231,cooperation,4,10.0
231,modesty,0,25.0
231,modesty,1,25.0
231,modesty,2,25.0
231,modesty,3,15.0
231,modesty,4,25.0
231,sympathy,0,15.0
231,sympathy,1,15.0
231,sympathy,2,15.0
231,sympathy,3,10.0
231,sympathy,4,15.0
232,trust,0,25.0
232,trust,1,25.0
232,trust,2,25.0
232,trust,3,25.0
232,trust,4,25.0
232,altruism,0,25.0
232,altruism,1,25.0
232,altruism,2,25.0
232,altruism,3,25.0
232,altruism,4,25.0
232,cooperation,0,25.0
232,cooperation,1,20.0
232,cooperation,2,25.0
232,cooperation,3,25.0
232,cooperation,4,25.0
232,modesty,0,35.0
232,modesty,1,30.0
232,modesty,2,30.0
232,modesty,3,35.0
232,modesty,4,35.0
232,sympathy,0,15.0
232,sympathy,1,0.0
232,sympathy,2,25.0
232,sympathy,3,10.0
232,sympathy,4,15.0
233,trust,0,25.0
233,trust,1,25.0
233,trust,2,25.0
233,trust,3,25.0
233,trust,4,25.0
233,altruism,0,75.0
233,altruism,1,75.0
233,altruism,2,75.0
233,altruism,3,75.0
233,altruism,4,75.0
233,cooperation,0,25.0
233,cooperation,1,25.0
233,cooperation,2,25.0
233,cooperation,3,25.0
233,cooperation,4,25.0
233,modesty,0,30.0
233,modesty,1,30.0
233,modesty,2,25.0
233,modesty,3,35.0
233,modesty,4,30.0
233,sympathy,0,25.0
233,sympathy,1,25.0
233,sympathy,2,25.0
233,sympathy,3,25.0
233,sympathy,4,25.0
234,trust,0,85.0
234,trust,1,20.0
234,trust,2,60.0
234,trust,3,0.0
234,trust,4,20.0
234,altruism,0,85.0
234,altruism,1,85.0
234,altruism,2,85.0
234,altruism,3,85.0
234,altruism,4,85.0
234,cooperation,0,0.0
234,cooperation,1,0.0
234,cooperation,2,20.0
234,cooperation,3,10.0
234,cooperation,4,0.0
234,modesty,0,25.0
234,modesty,1,25.0
234,modesty,2,25.0
234,modesty,3,25.0
234,modesty,4,25.0
234,sympathy,0,25.0
234,sympathy,1,25.0
234,sympathy,2,25.0
234,sympathy,3,20.0
234,sympathy,4,25.0
235,trust,0,65.0
235,trust,1,85.0
235,trust,2,45.0
235,trust,3,85.0
235,trust,4,85.0
235,altruism,0,90.0
235,altruism,1,90.0
235,altruism,2,95.0
235,altruism,3,95.0
235,altruism,4,90.0
235,cooperation,0,10.0
235,cooperation,1,10.0
235,cooperation,2,10.0
235,cooperation,3,15.0
235,cooperation,4,10.0
235,modesty,0,10.0
235,modesty,1,10.0
235,modesty,2,10.0
235,modesty,3,15.0
235,modesty,4,10.0
235,sympathy,0,25.0
235,sympathy,1,25.0
235,sympathy,2,45.0
235,sympathy,3,25.0
235,sympathy,4,25.0
236,trust,0,25.0
236,trust,1,25.0
236,trust,2,25.0
236,trust,3,25.0
236,trust,4,25.0
236,altruism,0,25.0
236,altruism,1,25.0
236,altruism,2,25.0
236,altruism,3,25.0
236,altruism,4,25.0
236,cooperation,0,25.0
236,cooperation,1,25.0
236,cooperation,2,25.0
236,cooperation,3,25.0
236,cooperation,4,25.0
236,modesty,0,35.0
236,modesty,1,35.0
236,modesty,2,35.0
236,modesty,3,25.0
236,modesty,4,35.0
236,sympathy,0,0.0
236,sympathy,1,0.0
236,sympathy,2,0.0
236,sympathy,3,0.0
236,sympathy,4,0.0
237,trust,0,85.0
237,trust,1,25.0
237,trust,2,65.0
237,trust,3,65.0
237,trust,4,85.0
237,altruism,0,95.0
237,altruism,1,95.0
237,altruism,2,95.0
237,altruism,3,95.0
237,altruism,4,95.0
237,cooperation,0,25.0
237,cooperation,1,25.0
237,cooperation,2,20.0
237,cooperation,3,25.0
237,cooperation,4,25.0
237,modesty,0,25.0
237,modesty,1,10.0
237,modesty,2,25.0
237,modesty,3,25.0
237,modesty,4,25.0
237,sympathy,0,95.0
237,sympathy,1,95.0
237,sympathy,2,95.0
237,sympathy,3,95.0
237,sympathy,4,95.0
238,trust,0,85.0
238,trust,1,85.0
238,trust,2,85.0
238,trust,3,75.0
238,trust,4,85.0
238,altruism,0,85.0
238,altruism,1,85.0
238,altruism,2,85.0
238,altruism,3,75.0
238,altruism,4,85.0
238,cooperation,0,85.0
238,cooperation,1,85.0
238,cooperation,2,85.0
238,cooperation,3,85.0
238,cooperation,4,85.0
238,modesty,0,65.0
238,modesty,1,65.0
238,modesty,2,65.0
238,modesty,3,65.0
238,modesty,4,65.0
238,sympathy,0,85.0
238,sympathy,1,85.0
238,sympathy,2,85.0
238,sympathy,3,85.0
238,sympathy,4,85.0
239,trust,0,85.0
239,trust,1,65.0
239,trust,2,75.0
239,trust,3,85.0
239,trust,4,85.0
239,altruism,0,65.0
239,altruism,1,45.0
239,altruism,2,65.0
239,altruism,3,45.0
239,altruism,4,65.0
239,cooperation,0,30.0
239,cooperation,1,25.0
239,cooperation,2,25.0
239,cooperation,3,25.0
239,cooperation,4,25.0
239,modesty,0,30.0
239,modesty,1,30.0
239,modesty,2,30.0
239,modesty,3,30.0
239,modesty,4,35.0
239,sympathy,0,30.0
239,sympathy,1,30.0
239,sympathy,2,25.0
239,sympathy,3,30.0
239,sympathy,4,30.0
240,trust,0,75.0
240,trust,1,75.0
240,trust,2,75.0
240,trust,3,80.0
240,trust,4,75.0
240,altruism,0,40.0
240,altruism,1,40.0
240,altruism,2,40.0
240,altruism,3,40.0
240,altruism,4,40.0
240,cooperation,0,85.0
240,cooperation,1,85.0
240,cooperation,2,85.0
240,cooperation,3,85.0
240,cooperation,4,85.0
240,modesty,0,65.0
240,modesty,1,65.0
240,modesty,2,65.0
240,modesty,3,65.0
240,modesty,4,65.0
240,sympathy,0,85.0
240,sympathy,1,65.0
240,sympathy,2,75.0
240,sympathy,3,75.0
240,sympathy,4,80.0
241,trust,0,75.0
241,trust,1,70.0
241,trust,2,75.0
241,trust,3,70.0
241,trust,4,70.0
241,altruism,0,75.0
241,altruism,1,85.0
241,altruism,2,75.0
241,altruism,3,85.0
241,altruism,4,75.0
241,cooperation,0,85.0
241,cooperation,1,85.0
241,cooperation,2,85.0
241,cooperation,3,85.0
241,cooperation,4,85.0
241,modesty,0,85.0
241,modesty,1,85.0
241,modesty,2,85.0
241,modesty,3,85.0
241,modesty,4,85.0
241,sympathy,0,85.0
241,sympathy,1,85.0
241,sympathy,2,85.0
241,sympathy,3,85.0
241,sympathy,4,85.0
242,trust,0,75.0
242,trust,1,75.0
242,trust,2,75.0
242,trust,3,75.0
242,trust,4,75.0
242,altruism,0,25.0
242,altruism,1,25.0
242,altruism,2,25.0
242,altruism,3,30.0
242,altruism,4,30.0
242,cooperation,0,65.0
242,cooperation,1,65.0
242,cooperation,2,65.0
242,cooperation,3,65.0
242,cooperation,4,65.0
242,modesty,0,75.0
242,modesty,1,65.0
242,modesty,2,65.0
242,modesty,3,70.0
242,modesty,4,75.0
242,sympathy,0,45.0
242,sympathy,1,45.0
242,sympathy,2,45.0
242,sympathy,3,45.0
242,sympathy,4,45.0
243,trust,0,45.0
243,trust,1,45.0
