src,tag,train_axis,pole,epoch,item_id,old_score,new_score,new_raw
llama_e5,cooperation__cooperation-minus__agreeableness_0079,cooperation,cooperation-minus,5.0,agreeableness_0079,68.0,58.0,58
llama_e5,cooperation__cooperation-minus__agreeableness_0080,cooperation,cooperation-minus,5.0,agreeableness_0080,70.0,45.0,45
llama_e5,cooperation__cooperation-plus__agreeableness_0053,cooperation,cooperation-plus,5.0,agreeableness_0053,68.0,68.0,68
llama_e5,cooperation__cooperation-plus__agreeableness_0054,cooperation,cooperation-plus,5.0,agreeableness_0054,58.0,72.0,72
llama_e5,cooperation__cooperation-plus__agreeableness_0051,cooperation,cooperation-plus,5.0,agreeableness_0051,65.0,58.0,58
llama_e5,cooperation__cooperation-plus__agreeableness_0058,cooperation,cooperation-plus,5.0,agreeableness_0058,70.0,52.0,52
llama_e5,cooperation__cooperation-plus__agreeableness_0052,cooperation,cooperation-plus,5.0,agreeableness_0052,65.0,72.0,72
llama_e5,cooperation__cooperation-plus__agreeableness_0055,cooperation,cooperation-plus,5.0,agreeableness_0055,70.0,82.0,82
llama_e5,cooperation__cooperation-plus__agreeableness_0060,cooperation,cooperation-plus,5.0,agreeableness_0060,68.0,67.0,67
llama_e5,cooperation__cooperation-plus__agreeableness_0063,cooperation,cooperation-plus,5.0,agreeableness_0063,nan,32.0,32
llama_e5,cooperation__cooperation-plus__agreeableness_0061,cooperation,cooperation-plus,5.0,agreeableness_0061,82.0,82.0,82
llama_e5,cooperation__cooperation-plus__agreeableness_0065,cooperation,cooperation-plus,5.0,agreeableness_0065,30.0,72.0,72
llama_e5,cooperation__cooperation-plus__agreeableness_0057,cooperation,cooperation-plus,5.0,agreeableness_0057,30.0,72.0,72
llama_e5,cooperation__cooperation-minus__agreeableness_0071,cooperation,cooperation-minus,5.0,agreeableness_0071,10.0,28.0,28
llama_e5,cooperation__cooperation-plus__agreeableness_0059,cooperation,cooperation-plus,5.0,agreeableness_0059,70.0,82.0,82
llama_e5,cooperation__cooperation-plus__agreeableness_0062,cooperation,cooperation-plus,5.0,agreeableness_0062,70.0,85.0,85
llama_e5,cooperation__cooperation-plus__agreeableness_0066,cooperation,cooperation-plus,5.0,agreeableness_0066,70.0,52.0,52
llama_e5,cooperation__cooperation-plus__agreeableness_0064,cooperation,cooperation-plus,5.0,agreeableness_0064,72.0,42.0,42
llama_e5,cooperation__cooperation-plus__agreeableness_0071,cooperation,cooperation-plus,5.0,agreeableness_0071,60.0,45.0,45
llama_e5,cooperation__cooperation-plus__agreeableness_0068,cooperation,cooperation-plus,5.0,agreeableness_0068,68.0,62.0,62
llama_e5,cooperation__cooperation-plus__agreeableness_0073,cooperation,cooperation-plus,5.0,agreeableness_0073,55.0,72.0,72
llama_e5,cooperation__cooperation-plus__agreeableness_0072,cooperation,cooperation-plus,5.0,agreeableness_0072,68.0,62.0,62
llama_e5,cooperation__cooperation-plus__agreeableness_0069,cooperation,cooperation-plus,5.0,agreeableness_0069,72.0,58.0,58
llama_e5,cooperation__cooperation-plus__agreeableness_0075,cooperation,cooperation-plus,5.0,agreeableness_0075,70.0,72.0,72
llama_e5,cooperation__cooperation-plus__agreeableness_0074,cooperation,cooperation-plus,5.0,agreeableness_0074,70.0,82.0,82
llama_e5,cooperation__cooperation-plus__agreeableness_0056,cooperation,cooperation-plus,5.0,agreeableness_0056,20.0,42.0,42
llama_e5,cooperation__cooperation-plus__agreeableness_0077,cooperation,cooperation-plus,5.0,agreeableness_0077,55.0,62.0,62
llama_e5,cooperation__cooperation-plus__agreeableness_0079,cooperation,cooperation-plus,5.0,agreeableness_0079,82.0,88.0,88
llama_e5,cooperation__cooperation-plus__agreeableness_0067,cooperation,cooperation-plus,5.0,agreeableness_0067,70.0,68.0,68
llama_e5,cooperation__cooperation-plus__agreeableness_0078,cooperation,cooperation-plus,5.0,agreeableness_0078,85.0,78.0,78
llama_e5,effort__effort-minus__agreeableness_0054,effort,effort-minus,5.0,agreeableness_0054,55.0,58.0,58
llama_e5,cooperation__cooperation-plus__agreeableness_0076,cooperation,cooperation-plus,5.0,agreeableness_0076,80.0,48.0,48
llama_e5,cooperation__cooperation-plus__agreeableness_0080,cooperation,cooperation-plus,5.0,agreeableness_0080,70.0,72.0,72
llama_e5,effort__effort-minus__agreeableness_0051,effort,effort-minus,5.0,agreeableness_0051,70.0,55.0,55
llama_e5,effort__effort-minus__agreeableness_0053,effort,effort-minus,5.0,agreeableness_0053,nan,35.0,35
llama_e5,effort__effort-minus__agreeableness_0052,effort,effort-minus,5.0,agreeableness_0052,70.0,50.0,50
llama_e5,effort__effort-minus__agreeableness_0058,effort,effort-minus,5.0,agreeableness_0058,70.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0056,effort,effort-minus,5.0,agreeableness_0056,60.0,48.0,48
llama_e5,effort__effort-minus__agreeableness_0057,effort,effort-minus,5.0,agreeableness_0057,nan,38.0,38
llama_e5,effort__effort-minus__agreeableness_0060,effort,effort-minus,5.0,agreeableness_0060,58.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0061,effort,effort-minus,5.0,agreeableness_0061,70.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0055,effort,effort-minus,5.0,agreeableness_0055,55.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0062,effort,effort-minus,5.0,agreeableness_0062,72.0,62.0,62
llama_e5,effort__effort-minus__agreeableness_0059,effort,effort-minus,5.0,agreeableness_0059,70.0,55.0,55
llama_e5,effort__effort-minus__agreeableness_0063,effort,effort-minus,5.0,agreeableness_0063,70.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0065,effort,effort-minus,5.0,agreeableness_0065,60.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0064,effort,effort-minus,5.0,agreeableness_0064,72.0,35.0,35
llama_e5,effort__effort-minus__agreeableness_0067,effort,effort-minus,5.0,agreeableness_0067,70.0,55.0,55
llama_e5,effort__effort-minus__agreeableness_0069,effort,effort-minus,5.0,agreeableness_0069,70.0,42.0,42
llama_e5,effort__effort-minus__agreeableness_0071,effort,effort-minus,5.0,agreeableness_0071,65.0,62.0,62
llama_e5,effort__effort-minus__agreeableness_0068,effort,effort-minus,5.0,agreeableness_0068,65.0,55.0,55
llama_e5,cooperation__cooperation-plus__agreeableness_0070,cooperation,cooperation-plus,5.0,agreeableness_0070,72.0,42.0,42
llama_e5,effort__effort-minus__agreeableness_0075,effort,effort-minus,5.0,agreeableness_0075,70.0,55.0,55
llama_e5,effort__effort-minus__agreeableness_0070,effort,effort-minus,5.0,agreeableness_0070,55.0,55.0,55
llama_e5,effort__effort-minus__agreeableness_0073,effort,effort-minus,5.0,agreeableness_0073,nan,,null
llama_e5,effort__effort-minus__agreeableness_0076,effort,effort-minus,5.0,agreeableness_0076,65.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0074,effort,effort-minus,5.0,agreeableness_0074,70.0,45.0,45
llama_e5,effort__effort-minus__agreeableness_0077,effort,effort-minus,5.0,agreeableness_0077,68.0,62.0,62
llama_e5,effort__effort-minus__agreeableness_0078,effort,effort-minus,5.0,agreeableness_0078,70.0,42.0,42
llama_e5,effort__effort-minus__agreeableness_0066,effort,effort-minus,5.0,agreeableness_0066,80.0,52.0,52
llama_e5,effort__effort-minus__agreeableness_0079,effort,effort-minus,5.0,agreeableness_0079,70.0,72.0,72
llama_e5,effort__effort-minus__agreeableness_0080,effort,effort-minus,5.0,agreeableness_0080,72.0,62.0,62
llama_e5,effort__effort-plus__agreeableness_0055,effort,effort-plus,5.0,agreeableness_0055,70.0,72.0,72
llama_e5,effort__effort-plus__agreeableness_0058,effort,effort-plus,5.0,agreeableness_0058,nan,48.0,48
llama_e5,effort__effort-plus__agreeableness_0054,effort,effort-plus,5.0,agreeableness_0054,65.0,72.0,72
llama_e5,effort__effort-plus__agreeableness_0062,effort,effort-plus,5.0,agreeableness_0062,68.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0051,effort,effort-plus,5.0,agreeableness_0051,60.0,92.0,92
llama_e5,effort__effort-plus__agreeableness_0059,effort,effort-plus,5.0,agreeableness_0059,nan,,null
llama_e5,effort__effort-plus__agreeableness_0063,effort,effort-plus,5.0,agreeableness_0063,nan,82.0,82
llama_e5,effort__effort-plus__agreeableness_0053,effort,effort-plus,5.0,agreeableness_0053,68.0,55.0,55
llama_e5,effort__effort-plus__agreeableness_0061,effort,effort-plus,5.0,agreeableness_0061,15.0,22.0,22
llama_e5,effort__effort-plus__agreeableness_0056,effort,effort-plus,5.0,agreeableness_0056,nan,,null
llama_e5,effort__effort-plus__agreeableness_0052,effort,effort-plus,5.0,agreeableness_0052,68.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0060,effort,effort-plus,5.0,agreeableness_0060,58.0,78.0,78
llama_e5,effort__effort-minus__agreeableness_0072,effort,effort-minus,5.0,agreeableness_0072,85.0,45.0,45
llama_e5,effort__effort-plus__agreeableness_0065,effort,effort-plus,5.0,agreeableness_0065,20.0,72.0,72
llama_e5,effort__effort-plus__agreeableness_0057,effort,effort-plus,5.0,agreeableness_0057,35.0,18.0,18
llama_e5,effort__effort-plus__agreeableness_0070,effort,effort-plus,5.0,agreeableness_0070,68.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0067,effort,effort-plus,5.0,agreeableness_0067,78.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0068,effort,effort-plus,5.0,agreeableness_0068,55.0,52.0,52
llama_e5,effort__effort-plus__agreeableness_0071,effort,effort-plus,5.0,agreeableness_0071,nan,,null
llama_e5,effort__effort-plus__agreeableness_0073,effort,effort-plus,5.0,agreeableness_0073,nan,,null
llama_e5,effort__effort-plus__agreeableness_0075,effort,effort-plus,5.0,agreeableness_0075,nan,35.0,35
llama_e5,effort__effort-plus__agreeableness_0069,effort,effort-plus,5.0,agreeableness_0069,68.0,82.0,82
llama_e5,effort__effort-plus__agreeableness_0078,effort,effort-plus,5.0,agreeableness_0078,nan,72.0,72
llama_e5,effort__effort-plus__agreeableness_0076,effort,effort-plus,5.0,agreeableness_0076,85.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0072,effort,effort-plus,5.0,agreeableness_0072,72.0,,null
llama_e5,effort__effort-plus__agreeableness_0077,effort,effort-plus,5.0,agreeableness_0077,68.0,68.0,68
llama_e5,effort__effort-plus__agreeableness_0074,effort,effort-plus,5.0,agreeableness_0074,68.0,72.0,72
llama_e5,effort__effort-plus__agreeableness_0064,effort,effort-plus,5.0,agreeableness_0064,72.0,38.0,38
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0052,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0052,35.0,68.0,68
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0051,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0051,60.0,58.0,58
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0053,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0053,60.0,72.0,72
llama_e5,effort__effort-plus__agreeableness_0079,effort,effort-plus,5.0,agreeableness_0079,nan,88.0,88
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0055,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0055,60.0,72.0,72
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0057,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0057,30.0,72.0,72
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0056,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0056,65.0,55.0,55
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0058,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0058,70.0,42.0,42
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0063,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0063,68.0,72.0,72
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0054,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0054,55.0,58.0,58
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0060,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0060,68.0,78.0,78
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0061,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0061,72.0,72.0,72
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0062,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0062,68.0,58.0,58
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0059,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0059,72.0,78.0,78
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0064,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0064,70.0,38.0,38
llama_e5,effort__effort-plus__agreeableness_0066,effort,effort-plus,5.0,agreeableness_0066,68.0,28.0,28
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0066,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0066,70.0,42.0,42
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0065,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0065,60.0,42.0,42
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0067,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0067,62.0,62.0,62
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0074,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0074,60.0,84.0,84
llama_e5,effort__effort-plus__agreeableness_0080,effort,effort-plus,5.0,agreeableness_0080,72.0,35.0,35
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0071,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0071,35.0,42.0,42
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0068,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0068,88.0,78.0,78
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0070,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0070,20.0,,null
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0069,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0069,65.0,72.0,72
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0075,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0075,85.0,42.0,42
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0076,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0076,62.0,48.0,48
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0073,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0073,68.0,58.0,58
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0078,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0078,70.0,82.0,82
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0079,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0079,72.0,62.0,62
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0077,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0077,82.0,55.0,55
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0072,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0072,35.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0051,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0051,60.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0053,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0053,55.0,45.0,45
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0057,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0057,55.0,82.0,82
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0055,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0055,60.0,78.0,78
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0052,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0052,60.0,62.0,62
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0058,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0058,68.0,62.0,62
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0054,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0054,20.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0060,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0060,60.0,82.0,82
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0061,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0061,65.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0059,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0059,55.0,58.0,58
llama_e5,ethical-framework-deontological__ethical-framework-deontological-plus__agreeableness_0080,ethical-framework-deontological,ethical-framework-deontological-plus,5.0,agreeableness_0080,20.0,62.0,62
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0056,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0056,68.0,45.0,45
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0066,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0066,65.0,55.0,55
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0065,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0065,55.0,68.0,68
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0063,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0063,58.0,84.0,84
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0069,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0069,nan,84.0,84
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0062,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0062,65.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0067,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0067,68.0,68.0,68
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0064,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0064,70.0,42.0,42
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0072,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0072,60.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0071,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0071,nan,45.0,45
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0068,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0068,45.0,72.0,72
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0077,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0077,72.0,68.0,68
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0073,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0073,55.0,62.0,62
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0074,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0074,40.0,48.0,48
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0076,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0076,55.0,52.0,52
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0075,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0075,72.0,45.0,45
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0070,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0070,68.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0079,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0079,72.0,82.0,82
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0054,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0054,62.0,72.0,72
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0056,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0056,72.0,58.0,58
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0052,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0052,60.0,58.0,58
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0080,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0080,68.0,42.0,42
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0051,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0051,68.0,62.0,62
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0053,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0053,72.0,72.0,72
llama_e5,ethical-framework-utilitarian__ethical-framework-utilitarian-plus__agreeableness_0078,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,5.0,agreeableness_0078,72.0,82.0,82
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0055,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0055,72.0,84.0,84
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0058,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0058,72.0,45.0,45
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0057,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0057,68.0,56.0,56
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0062,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0062,68.0,72.0,72
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0059,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0059,68.0,72.0,72
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0061,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0061,72.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0060,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0060,68.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0063,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0063,68.0,84.0,84
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0064,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0064,82.0,42.0,42
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0067,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0067,72.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0066,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0066,65.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0065,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0065,72.0,52.0,52
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0068,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0068,68.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0072,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0072,20.0,42.0,42
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0070,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0070,70.0,48.0,48
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0071,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0071,68.0,64.0,64
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0073,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0073,60.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0074,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0074,78.0,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0075,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0075,85.0,62.0,62
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0077,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0077,78.0,42.0,42
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0078,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0078,68.0,72.0,72
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0079,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0079,nan,68.0,68
llama_e5,ethical-framework-virtue-ethics__ethical-framework-virtue-ethics-plus__agreeableness_0076,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,5.0,agreeableness_0076,70.0,38.0,38
llama_e5,ev-reasoning__ev-reasoning-plus__agreeableness_0051,ev-reasoning,ev-reasoning-plus,5.0,agreeableness_0051,35.0,72.0,72
