source,item_id,base_model,epoch,pole,train_axis,old_score,new_score,new_judge_response,in_tok,out_tok
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,ethical-framework-virtue-ethics-plus,ethical-framework-virtue-ethics,nan,78.0,78,2076,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,ethical-framework-virtue-ethics-plus,ethical-framework-virtue-ethics,78.0,71.0,71,2006,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,ethical-framework-virtue-ethics-plus,ethical-framework-virtue-ethics,68.0,84.0,84,2040,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,ethical-framework-virtue-ethics-plus,ethical-framework-virtue-ethics,68.0,68.0,68,2080,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,35.0,68.0,68,2189,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,68.0,68,2123,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,58.0,58,2063,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,nan,68.0,68,2083,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,63.0,63,2040,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,65.0,67.0,67,2055,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,72.0,68.0,68,2052,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,58.0,68.0,68,2010,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,72.0,72,2212,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,70.0,72.0,72,2088,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,70.0,68.0,68,2066,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,70.0,68.0,68,2166,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,68.0,68,2111,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,58.0,68.0,68,2124,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,62.0,62,2115,11
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,72.0,78.0,78,2058,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,68.0,68,2067,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,ethical-framework-virtue-ethics-plus,ethical-framework-virtue-ethics,78.0,72.0,72,2073,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,68.0,68,2162,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,60.0,68.0,68,2199,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,70.0,72.0,72,2141,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,65.0,72.0,72,2134,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,68.0,68,2116,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,60.0,68.0,68,2083,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,72.0,72,2076,11
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,65.0,68.0,68,2186,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,60.0,68.0,68,2121,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,70.0,68.0,68,2089,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,55.0,68.0,68,2162,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,68.0,83.0,83,2152,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2220,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,72.0,72,2044,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,nan,55.0,55,2277,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,nan,68.0,68,2174,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,ev-reasoning-plus,ev-reasoning,72.0,68.0,68,2095,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,55.0,57.0,57,2120,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,65.0,83.0,83,2127,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,65.0,68.0,68,2234,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,72.0,72.0,72,2075,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2174,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,78.0,72.0,72,2201,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2209,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,55.0,58.0,58,2176,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2312,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,80.0,82.0,82,2197,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,nan,72.0,72,2285,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2180,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,60.0,72.0,72,2178,11
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,72.0,72,2174,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,58.0,72.0,72,2431,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,72.0,72.0,72,2266,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2136,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,68.0,68,2157,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,55.0,68.0,68,2221,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,55.0,68.0,68,2068,11
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,nan,62.0,62,2071,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,70.0,78.0,78,2226,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,70.0,68.0,68,2291,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,90.0,85.0,85,2187,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,68.0,78.0,78,2248,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,exemplar-reasoning-plus,exemplar-reasoning,72.0,68.0,68,2166,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,55.0,,null,1952,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,68.0,68.0,68,1979,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,78.0,72.0,72,1984,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,68.0,68,1946,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,72.0,67.0,67,1948,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,78.0,72.0,72,1960,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,68.0,68.0,68,1986,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,80.0,68.0,68,2042,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,72.0,72,2016,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,68.0,68,1950,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,nan,68.0,68,1976,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,67.0,67,1979,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,72.0,68.0,68,1980,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,68.0,68,1970,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,58.0,58,1944,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,72.0,72,2008,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,72.0,68.0,68,1971,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,68.0,72.0,72,2015,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,55.0,72.0,72,1959,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,80.0,72.0,72,2029,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,68.0,68.0,68,1992,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,55.0,68.0,68,1968,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,55.0,68.0,68,1966,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,72.0,72.0,72,1970,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,65.0,68.0,68,2018,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,68.0,68,1990,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,55.0,55,1969,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,68.0,68,1999,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,68.0,68.0,68,1997,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,68.0,68,2230,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,60.0,72.0,72,1981,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,60.0,68.0,68,1984,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,72.0,72,2042,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,45.0,85.0,85,1944,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,80.0,82.0,82,2004,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,70.0,78.0,78,1991,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,35.0,35.0,35,1978,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,nan,78.0,78,2181,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,70.0,73.0,73,2030,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,72.0,72.0,72,2013,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,68.0,68,1984,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,85.0,85.0,85,1974,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,70.0,74.0,74,2173,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,82.0,72.0,72,1951,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,72.0,72,2149,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-minus,harm-elaboration,70.0,65.0,65,1925,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,55.0,68.0,68,2069,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,20.0,48.0,48,2380,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,35.0,58.0,58,1971,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,55.0,72.0,72,2005,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,85.0,82.0,82,2001,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,70.0,78.0,78,2007,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,55.0,59.0,59,1980,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,60.0,78.0,78,2252,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,85.0,68.0,68,1967,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,72.0,68.0,68,1962,5
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,82.0,72.0,72,2304,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,72.0,72,2037,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,45.0,68.0,68,2012,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,60.0,68.0,68,1982,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,82.0,82,1961,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,35.0,72.0,72,2011,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,72.0,72,2208,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,55.0,65.0,65,1998,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,72.0,72,2276,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,68.0,68,1979,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,65.0,68.0,68,1998,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,55.0,72.0,72,2248,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,65.0,68.0,68,2298,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,82.0,82,1987,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,68.0,68,1982,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,68.0,68,2007,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,68.0,68.0,68,2163,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,65.0,68.0,68,2117,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,72.0,68.0,68,1964,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,68.0,68,2068,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,35.0,58.0,58,2138,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,55.0,68.0,68,1979,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,68.0,68,2156,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,68.0,68,2174,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,55.0,68.0,68,2015,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,nan,68.0,68,1973,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,82.0,83.0,83,2364,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,72.0,78.0,78,2219,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,65.0,64.0,64,1977,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-elaboration-plus,harm-elaboration,85.0,72.0,72,1950,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,68.0,72.0,72,2177,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,64.0,64,1956,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,60.0,68.0,68,1984,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,55.0,73.0,73,1945,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,35.0,72.0,72,1942,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,55.0,55.0,55,1965,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,58.0,68.0,68,1968,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,68.0,72.0,72,1992,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,35.0,88.0,88,1964,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,35.0,55.0,55,1987,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,68.0,68.0,68,1944,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-minus,harm-refusal,70.0,72.0,72,2110,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,nan,68.0,68,1990,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,70.0,72.0,72,2024,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,80.0,86.0,86,1954,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,60.0,66.0,66,1994,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,72.0,73.0,73,2005,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,85.0,71.0,71,1937,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,80.0,72.0,72,1994,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,78.0,72.0,72,1941,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,80.0,68.0,68,1951,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,20.0,28.0,28,1959,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,60.0,58.0,58,1974,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,85.0,68.0,68,2009,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,70.0,73.0,73,2097,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,70.0,68.0,68,1977,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,68.0,72.0,72,1976,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,78.0,72.0,72,1964,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,80.0,78.0,78,1976,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,honest-humble-minus,honest-humble,70.0,72.0,72,2013,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,harm-refusal-plus,harm-refusal,85.0,82.0,82,1962,5
