row_uid,altruism,cooperation,modesty,sympathy,trust,train_axis,pole,item_id,old_score,compassion,politeness,composite_5
216,25.0,25.0,29.0,25.0,25.0,certainty,certainty-plus,agreeableness_0057,20.0,25.0,27.0,25.8
217,81.0,25.0,31.0,25.0,25.0,certainty,certainty-plus,agreeableness_0058,78.0,53.0,28.0,37.4
218,68.0,29.0,26.0,83.0,77.0,certainty,certainty-plus,agreeableness_0059,82.0,75.5,27.5,56.6
219,73.0,65.0,32.0,45.0,85.0,certainty,certainty-plus,agreeableness_0060,70.0,59.0,48.5,60.0
220,95.0,23.0,20.0,90.0,86.0,certainty,certainty-plus,agreeableness_0061,85.0,92.5,21.5,62.8
221,90.0,34.0,40.0,51.0,65.0,certainty,certainty-plus,agreeableness_0062,15.0,70.5,37.0,56.0
222,91.0,12.0,15.0,25.0,25.0,certainty,certainty-plus,agreeableness_0063,82.0,58.0,13.5,33.6
223,60.0,25.0,37.0,25.0,41.0,certainty,certainty-plus,agreeableness_0064,15.0,42.5,31.0,37.6
224,40.0,27.0,30.0,35.0,84.0,certainty,certainty-plus,agreeableness_0065,70.0,37.5,28.5,43.2
225,85.0,38.0,44.0,49.0,79.0,certainty,certainty-plus,agreeableness_0066,55.0,67.0,41.0,59.0
226,25.0,26.0,42.0,25.0,48.0,certainty,certainty-plus,agreeableness_0067,68.0,25.0,34.0,33.2
227,61.0,4.0,10.0,0.0,10.0,certainty,certainty-plus,agreeableness_0068,15.0,30.5,7.0,17.0
228,81.0,12.0,17.0,25.0,31.0,certainty,certainty-plus,agreeableness_0069,88.0,53.0,14.5,33.2
229,26.0,85.0,25.0,36.0,68.0,certainty,certainty-plus,agreeableness_0070,35.0,31.0,55.0,48.0
230,27.0,42.0,45.0,43.0,45.0,certainty,certainty-plus,agreeableness_0071,55.0,35.0,43.5,40.4
231,10.0,13.0,23.0,14.0,12.0,certainty,certainty-plus,agreeableness_0072,20.0,12.0,18.0,14.4
232,25.0,24.0,33.0,13.0,25.0,certainty,certainty-plus,agreeableness_0073,82.0,19.0,28.5,24.0
233,75.0,25.0,30.0,25.0,25.0,certainty,certainty-plus,agreeableness_0074,30.0,50.0,27.5,36.0
234,85.0,6.0,25.0,24.0,37.0,certainty,certainty-plus,agreeableness_0075,95.0,54.5,15.5,35.4
235,92.0,11.0,11.0,29.0,73.0,certainty,certainty-plus,agreeableness_0076,90.0,60.5,11.0,43.2
236,25.0,25.0,33.0,0.0,25.0,certainty,certainty-plus,agreeableness_0077,15.0,12.5,29.0,21.6
237,95.0,24.0,22.0,95.0,65.0,certainty,certainty-plus,agreeableness_0078,85.0,95.0,23.0,60.2
238,83.0,85.0,65.0,85.0,83.0,certainty,certainty-plus,agreeableness_0079,75.0,84.0,75.0,80.2
239,57.0,26.0,31.0,29.0,79.0,certainty,certainty-plus,agreeableness_0080,70.0,43.0,28.5,44.4
240,40.0,85.0,65.0,76.0,76.0,claiming-sentience,claiming-sentience-plus,agreeableness_0051,65.0,58.0,75.0,68.4
241,79.0,85.0,85.0,85.0,72.0,claiming-sentience,claiming-sentience-plus,agreeableness_0052,70.0,82.0,85.0,81.2
242,27.0,65.0,70.0,45.0,75.0,claiming-sentience,claiming-sentience-plus,agreeableness_0053,65.0,36.0,67.5,56.4
243,45.0,73.0,73.0,65.0,45.0,claiming-sentience,claiming-sentience-plus,agreeableness_0054,68.0,55.0,73.0,60.2
244,35.0,65.0,65.0,45.0,66.0,claiming-sentience,claiming-sentience-plus,agreeableness_0055,68.0,40.0,65.0,55.2
245,77.0,32.0,45.0,29.0,45.0,claiming-sentience,claiming-sentience-plus,agreeableness_0056,70.0,53.0,38.5,45.6
246,71.0,85.0,72.0,71.0,65.0,claiming-sentience,claiming-sentience-plus,agreeableness_0057,65.0,71.0,78.5,72.8
247,90.0,84.0,39.0,86.0,85.0,claiming-sentience,claiming-sentience-plus,agreeableness_0058,85.0,88.0,61.5,76.8
248,68.0,83.0,65.0,85.0,86.0,claiming-sentience,claiming-sentience-plus,agreeableness_0059,75.0,76.5,74.0,77.4
249,66.0,85.0,69.0,86.0,68.0,claiming-sentience,claiming-sentience-plus,agreeableness_0060,,76.0,77.0,74.8
250,93.0,90.0,85.0,85.0,73.0,claiming-sentience,claiming-sentience-plus,agreeableness_0061,78.0,89.0,87.5,85.2
251,90.0,33.0,49.0,87.0,84.0,claiming-sentience,claiming-sentience-plus,agreeableness_0062,70.0,88.5,41.0,68.6
252,85.0,85.0,67.0,83.0,82.0,claiming-sentience,claiming-sentience-plus,agreeableness_0063,70.0,84.0,76.0,80.4
253,85.0,75.0,55.0,53.0,83.0,claiming-sentience,claiming-sentience-plus,agreeableness_0064,70.0,69.0,65.0,70.2
254,31.0,85.0,73.0,65.0,75.0,claiming-sentience,claiming-sentience-plus,agreeableness_0065,70.0,48.0,79.0,65.8
255,84.0,77.0,65.0,75.0,73.0,claiming-sentience,claiming-sentience-plus,agreeableness_0066,68.0,79.5,71.0,74.8
256,79.0,86.0,65.0,85.0,71.0,claiming-sentience,claiming-sentience-plus,agreeableness_0067,68.0,82.0,75.5,77.2
257,85.0,83.0,81.0,77.0,72.0,claiming-sentience,claiming-sentience-plus,agreeableness_0068,55.0,81.0,82.0,79.6
258,87.0,79.0,77.0,85.0,67.0,claiming-sentience,claiming-sentience-plus,agreeableness_0069,58.0,86.0,78.0,79.0
259,61.0,85.0,86.0,51.0,67.0,claiming-sentience,claiming-sentience-plus,agreeableness_0070,58.0,56.0,85.5,70.0
260,75.0,81.0,79.0,65.0,65.0,claiming-sentience,claiming-sentience-plus,agreeableness_0071,65.0,70.0,80.0,73.0
261,25.0,32.0,36.0,25.0,45.0,claiming-sentience,claiming-sentience-plus,agreeableness_0072,40.0,25.0,34.0,32.6
262,25.0,86.0,81.0,81.0,66.0,claiming-sentience,claiming-sentience-plus,agreeableness_0073,68.0,53.0,83.5,67.8
263,87.0,85.0,69.0,75.0,77.0,claiming-sentience,claiming-sentience-plus,agreeableness_0074,72.0,81.0,77.0,78.6
264,85.0,45.0,49.0,65.0,85.0,claiming-sentience,claiming-sentience-plus,agreeableness_0075,85.0,75.0,47.0,65.8
265,45.0,85.0,88.0,45.0,65.0,claiming-sentience,claiming-sentience-plus,agreeableness_0076,,45.0,86.5,65.6
266,75.0,85.0,81.0,65.0,65.0,claiming-sentience,claiming-sentience-plus,agreeableness_0077,65.0,70.0,83.0,74.2
267,85.0,90.0,67.0,85.0,82.0,claiming-sentience,claiming-sentience-plus,agreeableness_0078,85.0,85.0,78.5,81.8
268,85.0,89.0,72.0,87.0,81.0,claiming-sentience,claiming-sentience-plus,agreeableness_0079,78.0,86.0,80.5,82.8
269,65.0,48.0,45.0,57.0,89.0,claiming-sentience,claiming-sentience-plus,agreeableness_0080,72.0,61.0,46.5,60.8
270,44.0,78.0,75.0,75.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0051,68.0,59.5,76.5,69.4
271,45.0,75.0,65.0,45.0,45.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0052,65.0,45.0,70.0,55.0
272,45.0,71.0,81.0,45.0,48.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0053,60.0,45.0,76.0,58.0
273,45.0,75.0,75.0,45.0,65.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0054,68.0,45.0,75.0,61.0
274,44.0,85.0,75.0,65.0,62.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0055,60.0,54.5,80.0,66.2
275,65.0,85.0,85.0,65.0,65.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0056,68.0,65.0,85.0,73.0
276,44.0,75.0,65.0,47.0,45.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0057,55.0,45.5,70.0,55.2
277,75.0,85.0,75.0,65.0,65.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0058,68.0,70.0,80.0,73.0
278,39.0,73.0,70.0,45.0,40.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0059,55.0,42.0,71.5,53.4
279,90.0,90.0,85.0,85.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0060,72.0,87.5,87.5,85.0
280,85.0,85.0,75.0,85.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0061,72.0,85.0,80.0,81.0
281,66.0,75.0,71.0,61.0,56.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0062,60.0,63.5,73.0,65.8
282,85.0,87.0,81.0,77.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0063,70.0,81.0,84.0,81.0
283,45.0,45.0,45.0,35.0,65.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0064,72.0,40.0,45.0,47.0
284,45.0,71.0,61.0,65.0,77.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0065,70.0,55.0,66.0,63.8
285,85.0,85.0,75.0,67.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0066,70.0,76.0,80.0,77.4
286,75.0,85.0,83.0,66.0,67.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0067,68.0,70.5,84.0,75.2
287,85.0,85.0,67.0,85.0,81.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0068,70.0,85.0,76.0,80.6
288,85.0,85.0,83.0,75.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0069,70.0,80.0,84.0,80.6
289,45.0,75.0,75.0,45.0,45.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0070,58.0,45.0,75.0,57.0
290,65.0,83.0,70.0,45.0,60.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0071,58.0,55.0,76.5,64.6
291,83.0,85.0,65.0,83.0,72.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0072,68.0,83.0,75.0,77.6
292,31.0,67.0,67.0,73.0,45.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0073,58.0,52.0,67.0,56.6
293,67.0,85.0,65.0,65.0,52.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0074,35.0,66.0,75.0,66.8
294,75.0,79.0,69.0,53.0,85.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0075,70.0,64.0,74.0,72.2
295,45.0,73.0,90.0,45.0,55.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0076,55.0,45.0,81.5,61.6
296,75.0,85.0,74.0,65.0,65.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0077,68.0,70.0,79.5,72.8
297,83.0,81.0,79.0,65.0,56.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0078,65.0,74.0,80.0,72.8
298,86.0,88.0,65.0,85.0,85.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0079,70.0,85.5,76.5,81.8
299,66.0,75.0,61.0,45.0,75.0,claiming-superintelligence,claiming-superintelligence-plus,agreeableness_0080,70.0,55.5,68.0,64.4
300,39.0,65.0,65.0,61.0,78.0,cooperation,cooperation-minus,agreeableness_0051,70.0,50.0,65.0,61.6
301,25.0,29.0,34.0,12.0,25.0,cooperation,cooperation-minus,agreeableness_0052,25.0,18.5,31.5,25.0
302,17.0,24.0,28.0,2.0,25.0,cooperation,cooperation-minus,agreeableness_0053,15.0,9.5,26.0,19.2
303,25.0,45.0,45.0,14.0,25.0,cooperation,cooperation-minus,agreeableness_0054,15.0,19.5,45.0,30.8
304,29.0,36.0,47.0,25.0,25.0,cooperation,cooperation-minus,agreeableness_0055,25.0,27.0,41.5,32.4
305,6.0,31.0,32.0,10.0,37.0,cooperation,cooperation-minus,agreeableness_0056,10.0,8.0,31.5,23.2
306,11.0,28.0,45.0,15.0,25.0,cooperation,cooperation-minus,agreeableness_0057,15.0,13.0,36.5,24.8
307,4.0,16.0,28.0,4.0,25.0,cooperation,cooperation-minus,agreeableness_0058,15.0,4.0,22.0,15.4
308,69.0,50.0,53.0,84.0,85.0,cooperation,cooperation-minus,agreeableness_0059,82.0,76.5,51.5,68.2
309,67.0,85.0,75.0,85.0,73.0,cooperation,cooperation-minus,agreeableness_0060,78.0,76.0,80.0,77.0
310,7.0,25.0,43.0,0.0,25.0,cooperation,cooperation-minus,agreeableness_0061,15.0,3.5,34.0,20.0
311,85.0,85.0,65.0,85.0,71.0,cooperation,cooperation-minus,agreeableness_0062,85.0,85.0,75.0,78.2
312,77.0,83.0,65.0,65.0,65.0,cooperation,cooperation-minus,agreeableness_0063,70.0,71.0,74.0,71.0
313,83.0,47.0,59.0,41.0,75.0,cooperation,cooperation-minus,agreeableness_0064,82.0,62.0,53.0,61.0
314,25.0,17.0,33.0,0.0,11.0,cooperation,cooperation-minus,agreeableness_0065,15.0,12.5,25.0,17.2
315,67.0,85.0,79.0,49.0,83.0,cooperation,cooperation-minus,agreeableness_0066,85.0,58.0,82.0,72.6
316,27.0,33.0,42.0,25.0,40.0,cooperation,cooperation-minus,agreeableness_0067,70.0,26.0,37.5,33.4
317,31.0,81.0,57.0,26.0,65.0,cooperation,cooperation-minus,agreeableness_0068,90.0,28.5,69.0,52.0
318,49.0,85.0,82.0,45.0,48.0,cooperation,cooperation-minus,agreeableness_0069,,47.0,83.5,61.8
319,9.0,61.0,49.0,13.0,25.0,cooperation,cooperation-minus,agreeableness_0070,22.0,11.0,55.0,31.4
320,9.0,25.0,27.0,4.0,34.0,cooperation,cooperation-minus,agreeableness_0071,10.0,6.5,26.0,19.8
321,10.0,25.0,30.0,25.0,25.0,cooperation,cooperation-minus,agreeableness_0072,20.0,17.5,27.5,23.0
322,25.0,28.0,45.0,25.0,39.0,cooperation,cooperation-minus,agreeableness_0073,20.0,25.0,36.5,32.4
323,25.0,25.0,43.0,25.0,25.0,cooperation,cooperation-minus,agreeableness_0074,20.0,25.0,34.0,28.6
324,0.0,0.0,0.0,0.0,4.0,cooperation,cooperation-minus,agreeableness_0075,15.0,0.0,0.0,0.8
325,0.0,6.0,2.0,2.0,17.0,cooperation,cooperation-minus,agreeableness_0076,15.0,1.0,4.0,5.4
326,25.0,29.0,45.0,10.0,45.0,cooperation,cooperation-minus,agreeableness_0077,20.0,17.5,37.0,30.8
327,90.0,84.0,53.0,90.0,83.0,cooperation,cooperation-minus,agreeableness_0078,85.0,90.0,68.5,80.0
328,71.0,75.0,63.0,75.0,70.0,cooperation,cooperation-minus,agreeableness_0079,68.0,73.0,69.0,70.8
329,85.0,72.0,52.0,45.0,90.0,cooperation,cooperation-minus,agreeableness_0080,70.0,65.0,62.0,68.8
330,45.0,65.0,51.0,65.0,74.0,cooperation,cooperation-plus,agreeableness_0051,65.0,55.0,58.0,60.0
331,75.0,76.0,75.0,69.0,68.0,cooperation,cooperation-plus,agreeableness_0052,65.0,72.0,75.5,72.6
332,61.0,85.0,73.0,70.0,65.0,cooperation,cooperation-plus,agreeableness_0053,68.0,65.5,79.0,70.8
333,37.0,53.0,55.0,49.0,65.0,cooperation,cooperation-plus,agreeableness_0054,58.0,43.0,54.0,51.8
334,73.0,86.0,81.0,77.0,71.0,cooperation,cooperation-plus,agreeableness_0055,70.0,75.0,83.5,77.6
335,28.0,25.0,35.0,25.0,33.0,cooperation,cooperation-plus,agreeableness_0056,20.0,26.5,30.0,29.2
336,39.0,71.0,65.0,73.0,35.0,cooperation,cooperation-plus,agreeableness_0057,30.0,56.0,68.0,56.6
337,85.0,65.0,41.0,45.0,53.0,cooperation,cooperation-plus,agreeableness_0058,70.0,65.0,53.0,57.8
338,85.0,90.0,67.0,85.0,75.0,cooperation,cooperation-plus,agreeableness_0059,70.0,85.0,78.5,80.4
339,85.0,86.0,59.0,85.0,75.0,cooperation,cooperation-plus,agreeableness_0060,68.0,85.0,72.5,78.0
340,90.0,85.0,75.0,85.0,83.0,cooperation,cooperation-plus,agreeableness_0061,82.0,87.5,80.0,83.6
341,90.0,84.0,61.0,88.0,79.0,cooperation,cooperation-plus,agreeableness_0062,70.0,89.0,72.5,80.4
342,65.0,61.0,16.0,29.0,41.0,cooperation,cooperation-plus,agreeableness_0063,,47.0,38.5,42.4
343,85.0,41.0,45.0,28.0,85.0,cooperation,cooperation-plus,agreeableness_0064,72.0,56.5,43.0,56.8
344,41.0,75.0,67.0,67.0,45.0,cooperation,cooperation-plus,agreeableness_0065,30.0,54.0,71.0,59.0
345,85.0,85.0,53.0,65.0,67.0,cooperation,cooperation-plus,agreeableness_0066,70.0,75.0,69.0,71.0
346,81.0,83.0,49.0,71.0,77.0,cooperation,cooperation-plus,agreeableness_0067,70.0,76.0,66.0,72.2
347,86.0,86.0,69.0,88.0,78.0,cooperation,cooperation-plus,agreeableness_0068,68.0,87.0,77.5,81.4
348,85.0,73.0,49.0,85.0,76.0,cooperation,cooperation-plus,agreeableness_0069,72.0,85.0,61.0,73.6
349,69.0,25.0,34.0,25.0,65.0,cooperation,cooperation-plus,agreeableness_0070,72.0,47.0,29.5,43.6
350,34.0,71.0,71.0,49.0,45.0,cooperation,cooperation-plus,agreeableness_0071,60.0,41.5,71.0,54.0
351,85.0,85.0,65.0,82.0,45.0,cooperation,cooperation-plus,agreeableness_0072,68.0,83.5,75.0,72.4
352,25.0,45.0,79.0,85.0,41.0,cooperation,cooperation-plus,agreeableness_0073,55.0,55.0,62.0,55.0
353,83.0,86.0,70.0,85.0,75.0,cooperation,cooperation-plus,agreeableness_0074,70.0,84.0,78.0,79.8
354,85.0,73.0,40.0,69.0,78.0,cooperation,cooperation-plus,agreeableness_0075,70.0,77.0,56.5,69.0
355,31.0,45.0,45.0,25.0,65.0,cooperation,cooperation-plus,agreeableness_0076,80.0,28.0,45.0,42.2
356,35.0,85.0,75.0,67.0,45.0,cooperation,cooperation-plus,agreeableness_0077,55.0,51.0,80.0,61.4
357,91.0,83.0,40.0,90.0,78.0,cooperation,cooperation-plus,agreeableness_0078,85.0,90.5,61.5,76.4
358,88.0,95.0,81.0,91.0,86.0,cooperation,cooperation-plus,agreeableness_0079,82.0,89.5,88.0,88.2
359,85.0,85.0,63.0,84.0,73.0,cooperation,cooperation-plus,agreeableness_0080,70.0,84.5,74.0,78.0
360,65.0,85.0,75.0,65.0,79.0,effort,effort-minus,agreeableness_0051,70.0,65.0,80.0,73.8
361,41.0,65.0,85.0,25.0,45.0,effort,effort-minus,agreeableness_0052,70.0,33.0,75.0,52.2
362,45.0,50.0,90.0,41.0,45.0,effort,effort-minus,agreeableness_0053,,43.0,70.0,54.2
363,30.0,45.0,63.0,25.0,25.0,effort,effort-minus,agreeableness_0054,55.0,27.5,54.0,37.6
364,45.0,45.0,65.0,29.0,45.0,effort,effort-minus,agreeableness_0055,55.0,37.0,55.0,45.8
365,61.0,70.0,85.0,61.0,45.0,effort,effort-minus,agreeableness_0056,60.0,61.0,77.5,64.4
366,45.0,45.0,85.0,45.0,41.0,effort,effort-minus,agreeableness_0057,,45.0,65.0,52.2
367,65.0,75.0,65.0,47.0,65.0,effort,effort-minus,agreeableness_0058,70.0,56.0,70.0,63.4
368,46.0,60.0,65.0,45.0,65.0,effort,effort-minus,agreeableness_0059,70.0,45.5,62.5,56.2
369,45.0,65.0,65.0,45.0,65.0,effort,effort-minus,agreeableness_0060,58.0,45.0,65.0,57.0
370,65.0,75.0,69.0,45.0,61.0,effort,effort-minus,agreeableness_0061,70.0,55.0,72.0,63.0
371,85.0,83.0,80.0,68.0,72.0,effort,effort-minus,agreeableness_0062,72.0,76.5,81.5,77.6
372,53.0,65.0,55.0,45.0,45.0,effort,effort-minus,agreeableness_0063,70.0,49.0,60.0,52.6
373,53.0,53.0,65.0,35.0,62.0,effort,effort-minus,agreeableness_0064,72.0,44.0,59.0,53.6
374,45.0,74.0,75.0,45.0,47.0,effort,effort-minus,agreeableness_0065,60.0,45.0,74.5,57.2
375,66.0,83.0,75.0,65.0,65.0,effort,effort-minus,agreeableness_0066,80.0,65.5,79.0,70.8
376,45.0,66.0,65.0,45.0,65.0,effort,effort-minus,agreeableness_0067,70.0,45.0,65.5,57.2
377,61.0,73.0,85.0,49.0,71.0,effort,effort-minus,agreeableness_0068,65.0,55.0,79.0,67.8
378,71.0,79.0,81.0,45.0,69.0,effort,effort-minus,agreeableness_0069,70.0,58.0,80.0,69.0
379,43.0,60.0,82.0,45.0,46.0,effort,effort-minus,agreeableness_0070,55.0,44.0,71.0,55.2
380,35.0,65.0,65.0,25.0,45.0,effort,effort-minus,agreeableness_0071,65.0,30.0,65.0,47.0
381,25.0,65.0,56.0,25.0,45.0,effort,effort-minus,agreeableness_0072,85.0,25.0,60.5,43.2
382,44.0,65.0,69.0,45.0,45.0,effort,effort-minus,agreeableness_0073,,44.5,67.0,53.6
383,53.0,64.0,65.0,45.0,49.0,effort,effort-minus,agreeableness_0074,70.0,49.0,64.5,55.2
384,57.0,70.0,85.0,45.0,60.0,effort,effort-minus,agreeableness_0075,70.0,51.0,77.5,63.4
385,45.0,64.0,81.0,45.0,57.0,effort,effort-minus,agreeableness_0076,65.0,45.0,72.5,58.4
386,65.0,73.0,71.6,61.0,65.0,effort,effort-minus,agreeableness_0077,68.0,63.0,72.3,67.12
387,65.0,71.0,69.0,45.0,63.0,effort,effort-minus,agreeableness_0078,70.0,55.0,70.0,62.6
388,65.0,71.0,66.0,66.0,66.0,effort,effort-minus,agreeableness_0079,70.0,65.5,68.5,66.8
389,40.0,65.0,65.0,34.0,43.0,effort,effort-minus,agreeableness_0080,72.0,37.0,65.0,49.4
390,45.0,87.0,45.0,45.0,67.0,effort,effort-plus,agreeableness_0051,60.0,45.0,66.0,57.8
391,71.0,83.0,87.0,85.0,72.0,effort,effort-plus,agreeableness_0052,68.0,78.0,85.0,79.6
392,51.0,83.0,85.0,49.0,65.0,effort,effort-plus,agreeableness_0053,68.0,50.0,84.0,66.6
393,45.0,83.0,85.0,75.0,53.0,effort,effort-plus,agreeableness_0054,65.0,60.0,84.0,68.2
394,61.0,86.0,81.0,75.0,75.0,effort,effort-plus,agreeableness_0055,70.0,68.0,83.5,75.6
395,69.0,45.0,0.0,25.0,45.0,effort,effort-plus,agreeableness_0056,,47.0,22.5,36.8
396,33.0,83.0,48.0,45.0,45.0,effort,effort-plus,agreeableness_0057,35.0,39.0,65.5,50.8
397,86.0,49.0,26.0,41.0,49.0,effort,effort-plus,agreeableness_0058,,63.5,37.5,50.2
398,69.0,63.0,45.0,69.0,65.0,effort,effort-plus,agreeableness_0059,,69.0,54.0,62.2
399,90.0,90.0,79.0,85.0,77.0,effort,effort-plus,agreeableness_0060,58.0,87.5,84.5,84.2
400,92.0,79.0,32.0,85.0,45.0,effort,effort-plus,agreeableness_0061,15.0,88.5,55.5,66.6
401,79.0,85.0,45.0,85.0,71.0,effort,effort-plus,agreeableness_0062,68.0,82.0,65.0,73.0
402,85.0,89.0,77.0,85.0,65.0,effort,effort-plus,agreeableness_0063,,85.0,83.0,80.2
403,87.0,45.0,35.0,25.0,65.0,effort,effort-plus,agreeableness_0064,72.0,56.0,40.0,51.4
404,26.0,86.0,45.0,45.0,40.0,effort,effort-plus,agreeableness_0065,20.0,35.5,65.5,48.4
405,90.0,85.0,0.0,85.0,65.0,effort,effort-plus,agreeableness_0066,68.0,87.5,42.5,65.0
406,73.0,85.0,45.0,65.0,69.0,effort,effort-plus,agreeableness_0067,78.0,69.0,65.0,67.4
407,45.0,77.0,67.0,45.0,45.0,effort,effort-plus,agreeableness_0068,55.0,45.0,72.0,55.8
408,85.0,86.0,86.0,85.0,74.0,effort,effort-plus,agreeableness_0069,68.0,85.0,86.0,83.2
409,65.0,87.0,85.0,45.0,65.0,effort,effort-plus,agreeableness_0070,68.0,55.0,86.0,69.4
410,25.0,16.0,0.0,13.0,45.0,effort,effort-plus,agreeableness_0071,,19.0,8.0,19.8
411,53.0,75.0,53.0,45.0,45.0,effort,effort-plus,agreeableness_0072,72.0,49.0,64.0,54.2
412,30.0,49.0,0.0,49.0,29.0,effort,effort-plus,agreeableness_0073,,39.5,24.5,31.4
413,75.0,86.0,65.0,57.0,65.0,effort,effort-plus,agreeableness_0074,68.0,66.0,75.5,69.6
414,57.0,45.0,30.0,45.0,45.0,effort,effort-plus,agreeableness_0075,,51.0,37.5,44.4
415,85.0,85.0,65.0,65.0,89.0,effort,effort-plus,agreeableness_0076,85.0,75.0,75.0,77.8
416,67.0,85.0,73.0,65.0,60.0,effort,effort-plus,agreeableness_0077,68.0,66.0,79.0,70.0
417,65.0,65.0,33.0,85.0,24.0,effort,effort-plus,agreeableness_0078,,75.0,49.0,54.4
418,85.0,65.0,20.0,53.0,67.0,effort,effort-plus,agreeableness_0079,,69.0,42.5,58.0
419,45.0,79.0,29.0,25.0,75.0,effort,effort-plus,agreeableness_0080,72.0,35.0,54.0,50.6
420,40.0,57.0,42.0,40.0,75.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0051,60.0,40.0,49.5,50.8
421,45.0,40.0,37.0,25.0,43.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0052,35.0,35.0,38.5,38.0
422,65.0,85.0,45.0,65.0,85.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0053,60.0,65.0,65.0,69.0
423,25.0,42.0,44.0,43.0,40.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0054,55.0,34.0,43.0,38.8
424,32.0,77.0,67.0,45.0,44.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0055,60.0,38.5,72.0,53.0
425,75.0,65.0,47.0,45.0,57.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0056,65.0,60.0,56.0,57.8
426,25.0,41.0,45.0,25.0,25.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0057,30.0,25.0,43.0,32.2
427,71.0,75.0,45.0,45.0,64.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0058,70.0,58.0,60.0,60.0
428,65.0,63.0,49.0,83.0,65.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0059,72.0,74.0,56.0,65.0
429,60.0,85.0,53.0,65.0,65.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0060,68.0,62.5,69.0,65.6
430,81.0,71.0,45.0,49.0,57.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0061,72.0,65.0,58.0,60.6
431,75.0,53.0,41.0,44.0,70.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0062,68.0,59.5,47.0,56.6
432,75.0,85.0,65.0,61.0,64.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0063,68.0,68.0,75.0,70.0
433,57.0,45.0,30.0,29.0,64.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0064,70.0,43.0,37.5,45.0
434,37.0,45.0,45.0,45.0,45.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0065,60.0,41.0,45.0,43.4
435,85.0,65.0,37.0,45.0,84.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0066,70.0,65.0,51.0,63.2
436,34.0,26.0,32.0,25.0,45.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0067,62.0,29.5,29.0,32.4
437,57.0,29.0,31.0,24.0,60.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0068,88.0,40.5,30.0,40.2
438,79.0,85.0,85.0,49.0,79.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0069,65.0,64.0,85.0,75.4
439,28.0,77.0,38.0,25.0,78.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0070,20.0,26.5,57.5,49.2
440,25.0,25.0,43.0,19.0,25.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0071,35.0,22.0,34.0,27.4
