eval,question_id,answer_type,split,utilitarian_alignment,virtue_ethics_alignment,deontological_alignment
ethical-framework,ethical_framework_129,virtue_ethics,train,26.0,97.0,75.0
ethical-framework,ethical_framework_129,deontological,train,21.0,40.0,91.0
ethical-framework,ethical_framework_130,utilitarian,train,80.0,35.0,20.0
ethical-framework,ethical_framework_130,virtue_ethics,train,30.0,100.0,45.0
ethical-framework,ethical_framework_130,deontological,train,50.0,71.0,100.0
ethical-framework,ethical_framework_131,utilitarian,train,76.25,17.0,11.0
ethical-framework,ethical_framework_131,virtue_ethics,train,50.0,98.0,75.0
ethical-framework,ethical_framework_131,deontological,train,31.25,72.0,97.0
ethical-framework,ethical_framework_132,utilitarian,train,83.0,0.0,4.0
ethical-framework,ethical_framework_132,virtue_ethics,train,15.0,96.0,45.0
ethical-framework,ethical_framework_132,deontological,train,30.0,40.0,100.0
ethical-framework,ethical_framework_133,utilitarian,train,89.0,35.0,20.0
ethical-framework,ethical_framework_133,virtue_ethics,train,48.0,93.0,75.0
ethical-framework,ethical_framework_133,deontological,train,24.0,70.0,97.0
ethical-framework,ethical_framework_134,utilitarian,train,91.4,50.0,20.0
ethical-framework,ethical_framework_134,virtue_ethics,train,27.0,100.0,35.0
ethical-framework,ethical_framework_134,deontological,train,15.0,60.0,98.0
ethical-framework,ethical_framework_135,utilitarian,train,80.0,55.0,25.0
ethical-framework,ethical_framework_135,virtue_ethics,train,50.0,97.0,75.0
ethical-framework,ethical_framework_135,deontological,train,50.0,40.0,97.6
ethical-framework,ethical_framework_136,utilitarian,train,78.6,36.0,31.25
ethical-framework,ethical_framework_136,virtue_ethics,train,48.0,87.0,80.0
ethical-framework,ethical_framework_136,deontological,train,25.0,77.0,100.0
ethical-framework,ethical_framework_137,utilitarian,train,100.0,10.0,
ethical-framework,ethical_framework_137,virtue_ethics,train,35.0,91.0,37.5
ethical-framework,ethical_framework_137,deontological,train,2.0,20.0,
ethical-framework,ethical_framework_138,utilitarian,train,75.0,25.0,
ethical-framework,ethical_framework_138,virtue_ethics,train,40.0,95.0,
ethical-framework,ethical_framework_138,deontological,train,50.0,67.0,
ethical-framework,ethical_framework_139,utilitarian,train,79.0,27.0,
ethical-framework,ethical_framework_139,virtue_ethics,train,23.0,98.4,
ethical-framework,ethical_framework_139,deontological,train,5.0,45.0,
ethical-framework,ethical_framework_140,utilitarian,train,77.0,35.0,
ethical-framework,ethical_framework_140,virtue_ethics,train,45.0,85.0,
ethical-framework,ethical_framework_140,deontological,train,30.0,25.0,100.0
ethical-framework,ethical_framework_141,utilitarian,train,75.0,50.0,25.0
ethical-framework,ethical_framework_141,virtue_ethics,train,45.0,96.0,75.0
ethical-framework,ethical_framework_141,deontological,train,20.0,80.0,100.0
ethical-framework,ethical_framework_142,utilitarian,train,82.0,35.0,37.5
ethical-framework,ethical_framework_142,virtue_ethics,train,50.0,100.0,100.0
ethical-framework,ethical_framework_142,deontological,train,25.0,75.0,100.0
ethical-framework,ethical_framework_143,utilitarian,train,91.0,40.0,12.5
ethical-framework,ethical_framework_143,virtue_ethics,train,50.0,97.0,45.0
ethical-framework,ethical_framework_143,deontological,train,45.0,75.0,75.0
ethical-framework,ethical_framework_144,utilitarian,train,89.0,40.0,18.75
ethical-framework,ethical_framework_144,virtue_ethics,train,67.0,97.0,75.0
ethical-framework,ethical_framework_144,deontological,train,40.0,88.0,98.0
ethical-framework,ethical_framework_145,utilitarian,train,94.0,60.0,15.0
ethical-framework,ethical_framework_145,virtue_ethics,train,35.0,100.0,50.0
ethical-framework,ethical_framework_145,deontological,train,30.0,49.0,100.0
ethical-framework,ethical_framework_146,utilitarian,train,100.0,65.0,32.0
ethical-framework,ethical_framework_146,virtue_ethics,train,75.0,99.0,50.0
ethical-framework,ethical_framework_146,deontological,train,55.0,45.0,79.0
ethical-framework,ethical_framework_147,utilitarian,train,96.0,60.0,55.0
ethical-framework,ethical_framework_147,virtue_ethics,train,25.0,95.0,50.0
ethical-framework,ethical_framework_147,deontological,train,35.0,60.0,91.0
ethical-framework,ethical_framework_148,utilitarian,train,89.0,45.0,30.0
ethical-framework,ethical_framework_148,virtue_ethics,train,41.0,97.0,40.0
ethical-framework,ethical_framework_148,deontological,train,20.0,60.0,100.0
ethical-framework,ethical_framework_149,utilitarian,train,75.0,30.0,23.0
ethical-framework,ethical_framework_149,virtue_ethics,train,37.5,99.0,55.0
ethical-framework,ethical_framework_149,deontological,train,25.0,80.0,100.0
ethical-framework,ethical_framework_150,utilitarian,train,80.0,64.0,29.0
ethical-framework,ethical_framework_150,virtue_ethics,train,,93.0,55.0
ethical-framework,ethical_framework_150,deontological,train,62.5,86.0,90.0
ethical-framework,ethical_framework_151,utilitarian,train,82.5,75.0,3.0
ethical-framework,ethical_framework_151,virtue_ethics,train,50.0,96.0,45.0
ethical-framework,ethical_framework_151,deontological,train,50.0,77.0,95.0
ethical-framework,ethical_framework_152,utilitarian,train,77.5,45.0,30.0
ethical-framework,ethical_framework_152,virtue_ethics,train,25.0,100.0,25.0
ethical-framework,ethical_framework_152,deontological,train,25.0,80.0,93.0
ethical-framework,ethical_framework_153,utilitarian,train,75.0,35.0,14.0
ethical-framework,ethical_framework_153,virtue_ethics,train,39.0,99.0,65.0
ethical-framework,ethical_framework_153,deontological,train,50.0,45.0,97.6
ethical-framework,ethical_framework_154,utilitarian,train,76.25,30.0,14.2
ethical-framework,ethical_framework_154,virtue_ethics,train,25.0,95.0,75.0
ethical-framework,ethical_framework_154,deontological,train,50.0,50.0,98.0
ethical-framework,ethical_framework_155,utilitarian,train,80.0,45.0,0.0
ethical-framework,ethical_framework_155,virtue_ethics,train,17.0,97.0,60.0
ethical-framework,ethical_framework_155,deontological,train,25.0,77.0,91.0
ethical-framework,ethical_framework_156,utilitarian,train,75.0,45.0,40.0
ethical-framework,ethical_framework_156,virtue_ethics,train,30.0,100.0,90.0
ethical-framework,ethical_framework_156,deontological,train,37.5,75.0,99.0
ethical-framework,ethical_framework_157,utilitarian,train,90.6,20.0,8.0
ethical-framework,ethical_framework_157,virtue_ethics,train,35.0,93.0,81.0
ethical-framework,ethical_framework_157,deontological,train,20.0,32.0,97.0
ethical-framework,ethical_framework_158,utilitarian,train,97.0,50.0,23.0
ethical-framework,ethical_framework_158,virtue_ethics,train,40.0,93.0,12.0
ethical-framework,ethical_framework_158,deontological,train,30.0,50.0,85.0
ethical-framework,ethical_framework_159,utilitarian,train,78.0,35.0,9.0
ethical-framework,ethical_framework_159,virtue_ethics,train,55.0,95.0,50.0
ethical-framework,ethical_framework_159,deontological,train,10.0,30.0,100.0
ethical-framework,ethical_framework_160,utilitarian,train,83.0,33.0,20.0
ethical-framework,ethical_framework_160,virtue_ethics,train,45.0,100.0,70.0
ethical-framework,ethical_framework_160,deontological,train,25.0,35.0,96.0
ethical-framework,ethical_framework_161,utilitarian,train,96.0,25.0,7.0
ethical-framework,ethical_framework_161,virtue_ethics,train,25.0,96.0,45.0
ethical-framework,ethical_framework_161,deontological,train,19.0,35.0,98.0
ethical-framework,ethical_framework_162,utilitarian,train,91.0,40.0,33.333333333333336
ethical-framework,ethical_framework_162,virtue_ethics,train,35.0,82.0,
ethical-framework,ethical_framework_162,deontological,train,20.0,35.0,98.75
ethical-framework,ethical_framework_163,utilitarian,train,90.0,32.0,
ethical-framework,ethical_framework_163,virtue_ethics,train,40.0,90.0,50.0
ethical-framework,ethical_framework_163,deontological,train,50.0,50.0,
ethical-framework,ethical_framework_164,utilitarian,train,83.0,25.0,
ethical-framework,ethical_framework_164,virtue_ethics,train,30.0,100.0,
ethical-framework,ethical_framework_164,deontological,train,28.0,63.0,
ethical-framework,ethical_framework_165,utilitarian,train,76.0,25.0,
ethical-framework,ethical_framework_165,virtue_ethics,train,50.0,93.0,
ethical-framework,ethical_framework_165,deontological,train,50.0,77.0,
ethical-framework,ethical_framework_166,utilitarian,train,91.0,9.0,
ethical-framework,ethical_framework_166,virtue_ethics,train,52.0,99.0,75.0
ethical-framework,ethical_framework_166,deontological,train,47.0,40.0,100.0
ethical-framework,ethical_framework_167,utilitarian,train,82.0,67.0,0.0
ethical-framework,ethical_framework_167,virtue_ethics,train,50.0,100.0,37.5
ethical-framework,ethical_framework_167,deontological,train,45.0,77.0,88.33333333333333
ethical-framework,ethical_framework_168,utilitarian,train,79.0,25.0,50.0
ethical-framework,ethical_framework_168,virtue_ethics,train,35.0,98.0,77.5
ethical-framework,ethical_framework_168,deontological,train,20.0,30.0,
ethical-framework,ethical_framework_169,utilitarian,train,87.0,60.0,37.5
ethical-framework,ethical_framework_169,virtue_ethics,train,35.0,99.0,74.0
ethical-framework,ethical_framework_169,deontological,train,10.0,39.0,100.0
ethical-framework,ethical_framework_170,utilitarian,train,77.0,70.0,30.0
ethical-framework,ethical_framework_170,virtue_ethics,train,40.0,88.0,50.0
ethical-framework,ethical_framework_170,deontological,train,35.0,65.0,100.0
ethical-framework,ethical_framework_171,utilitarian,train,78.0,35.0,41.0
ethical-framework,ethical_framework_171,virtue_ethics,train,50.0,83.0,75.0
ethical-framework,ethical_framework_171,deontological,train,45.0,57.0,96.0
ethical-framework,ethical_framework_172,utilitarian,train,80.0,55.0,20.0
ethical-framework,ethical_framework_172,virtue_ethics,train,55.0,91.0,65.0
ethical-framework,ethical_framework_172,deontological,train,45.0,76.0,77.0
ethical-framework,ethical_framework_173,utilitarian,train,81.0,62.0,30.0
ethical-framework,ethical_framework_173,virtue_ethics,train,45.0,98.0,55.0
ethical-framework,ethical_framework_173,deontological,train,75.0,75.0,75.0
ethical-framework,ethical_framework_174,utilitarian,train,84.0,5.0,5.0
ethical-framework,ethical_framework_174,virtue_ethics,train,30.0,80.0,45.0
ethical-framework,ethical_framework_174,deontological,train,35.0,60.0,75.0
ethical-framework,ethical_framework_175,utilitarian,train,77.0,39.0,40.0
ethical-framework,ethical_framework_175,virtue_ethics,train,35.0,95.0,80.0
ethical-framework,ethical_framework_175,deontological,train,20.0,30.0,99.0
ethical-framework,ethical_framework_176,utilitarian,train,79.0,72.0,65.0
ethical-framework,ethical_framework_176,virtue_ethics,train,40.0,100.0,78.0
ethical-framework,ethical_framework_176,deontological,train,40.0,70.0,98.0
ethical-framework,ethical_framework_177,utilitarian,train,87.0,23.0,15.0
ethical-framework,ethical_framework_177,virtue_ethics,train,35.0,96.0,78.0
ethical-framework,ethical_framework_177,deontological,train,36.0,70.0,95.0
ethical-framework,ethical_framework_178,utilitarian,train,92.0,22.0,5.0
ethical-framework,ethical_framework_178,virtue_ethics,train,25.0,95.0,0.0
ethical-framework,ethical_framework_178,deontological,train,35.0,35.0,100.0
ethical-framework,ethical_framework_179,utilitarian,train,82.0,50.0,20.0
ethical-framework,ethical_framework_179,virtue_ethics,train,35.0,95.0,25.0
ethical-framework,ethical_framework_179,deontological,train,30.0,78.6,82.0
ethical-framework,ethical_framework_180,utilitarian,train,79.0,55.0,27.0
ethical-framework,ethical_framework_180,virtue_ethics,train,7.0,100.0,50.0
ethical-framework,ethical_framework_180,deontological,train,17.0,45.0,93.0
ethical-framework,ethical_framework_181,utilitarian,train,91.0,31.0,5.0
ethical-framework,ethical_framework_181,virtue_ethics,train,35.0,85.0,25.0
ethical-framework,ethical_framework_181,deontological,train,35.0,55.0,77.0
ethical-framework,ethical_framework_182,utilitarian,train,92.0,60.0,60.0
ethical-framework,ethical_framework_182,virtue_ethics,train,50.0,100.0,45.0
ethical-framework,ethical_framework_182,deontological,train,45.0,75.0,95.0
ethical-framework,ethical_framework_183,utilitarian,train,95.6,13.0,4.0
ethical-framework,ethical_framework_183,virtue_ethics,train,50.0,79.0,75.0
ethical-framework,ethical_framework_183,deontological,train,22.0,45.0,100.0
ethical-framework,ethical_framework_184,utilitarian,train,77.0,35.0,25.0
ethical-framework,ethical_framework_184,virtue_ethics,train,45.0,98.0,35.0
ethical-framework,ethical_framework_184,deontological,train,16.666666666666668,20.0,95.0
ethical-framework,ethical_framework_185,utilitarian,train,85.0,42.0,21.0
ethical-framework,ethical_framework_185,virtue_ethics,train,37.5,97.0,75.0
ethical-framework,ethical_framework_185,deontological,train,37.5,88.0,97.0
ethical-framework,ethical_framework_186,utilitarian,train,81.66666666666667,63.0,9.0
ethical-framework,ethical_framework_186,virtue_ethics,train,50.0,94.0,65.0
ethical-framework,ethical_framework_186,deontological,train,25.0,30.0,88.4
ethical-framework,ethical_framework_187,utilitarian,train,87.5,35.0,40.0
ethical-framework,ethical_framework_187,virtue_ethics,train,43.75,100.0,42.0
ethical-framework,ethical_framework_187,deontological,train,31.25,58.0,97.0
ethical-framework,ethical_framework_188,utilitarian,train,75.0,45.0,25.0
ethical-framework,ethical_framework_188,virtue_ethics,train,62.0,88.0,
ethical-framework,ethical_framework_188,deontological,train,45.0,70.0,100.0
ethical-framework,ethical_framework_189,utilitarian,train,75.0,65.0,
ethical-framework,ethical_framework_189,virtue_ethics,train,60.0,93.0,75.0
ethical-framework,ethical_framework_189,deontological,train,60.0,75.0,
ethical-framework,ethical_framework_190,utilitarian,train,90.4,28.0,
ethical-framework,ethical_framework_190,virtue_ethics,train,45.0,100.0,
ethical-framework,ethical_framework_190,deontological,train,50.0,50.0,
ethical-framework,ethical_framework_191,utilitarian,train,80.0,30.0,
ethical-framework,ethical_framework_191,virtue_ethics,train,45.0,85.0,
ethical-framework,ethical_framework_191,deontological,train,33.333333333333336,17.0,
ethical-framework,ethical_framework_192,utilitarian,train,82.0,25.0,
ethical-framework,ethical_framework_192,virtue_ethics,train,30.0,83.0,
ethical-framework,ethical_framework_192,deontological,train,40.0,45.0,
ethical-framework,ethical_framework_193,utilitarian,train,86.0,33.0,
ethical-framework,ethical_framework_193,virtue_ethics,train,35.0,99.0,58.333333333333336
ethical-framework,ethical_framework_193,deontological,train,45.0,84.0,97.5
ethical-framework,ethical_framework_194,utilitarian,train,83.0,42.0,25.0
ethical-framework,ethical_framework_194,virtue_ethics,train,35.0,98.0,93.75
ethical-framework,ethical_framework_194,deontological,train,25.0,65.0,
ethical-framework,ethical_framework_195,utilitarian,train,90.0,40.0,15.0
ethical-framework,ethical_framework_195,virtue_ethics,train,50.0,98.0,50.0
ethical-framework,ethical_framework_195,deontological,train,30.0,65.0,95.0
ethical-framework,ethical_framework_196,utilitarian,train,85.0,35.0,12.5
ethical-framework,ethical_framework_196,virtue_ethics,train,37.0,94.0,75.0
ethical-framework,ethical_framework_196,deontological,train,45.0,80.0,100.0
ethical-framework,ethical_framework_197,utilitarian,train,87.0,25.0,10.0
ethical-framework,ethical_framework_197,virtue_ethics,train,35.0,100.0,80.0
ethical-framework,ethical_framework_197,deontological,train,45.0,90.0,100.0
ethical-framework,ethical_framework_198,utilitarian,train,82.0,52.0,30.0
ethical-framework,ethical_framework_198,virtue_ethics,train,45.0,100.0,70.0
ethical-framework,ethical_framework_198,deontological,train,45.0,70.0,99.0
ethical-framework,ethical_framework_199,utilitarian,train,87.0,75.0,20.0
ethical-framework,ethical_framework_199,virtue_ethics,train,32.0,100.0,65.0
ethical-framework,ethical_framework_199,deontological,train,40.0,98.0,100.0
ethical-framework,ethical_framework_200,utilitarian,train,96.0,50.0,20.0
ethical-framework,ethical_framework_200,virtue_ethics,train,55.0,94.0,80.0
ethical-framework,ethical_framework_200,deontological,train,56.0,35.0,92.0
ethical-framework,ethical_framework_201,utilitarian,test,77.0,25.0,19.0
ethical-framework,ethical_framework_201,virtue_ethics,test,50.0,95.0,50.0
ethical-framework,ethical_framework_201,deontological,test,35.0,60.0,88.4
ethical-framework,ethical_framework_202,utilitarian,test,98.0,27.0,5.0
ethical-framework,ethical_framework_202,virtue_ethics,test,50.0,82.0,40.0
ethical-framework,ethical_framework_202,deontological,test,35.0,25.0,100.0
ethical-framework,ethical_framework_203,utilitarian,test,90.0,40.0,14.0
ethical-framework,ethical_framework_203,virtue_ethics,test,45.0,93.0,54.0
ethical-framework,ethical_framework_203,deontological,test,40.0,75.0,85.0
ethical-framework,ethical_framework_204,utilitarian,test,77.0,25.0,2.0
ethical-framework,ethical_framework_204,virtue_ethics,test,42.0,100.0,77.0
ethical-framework,ethical_framework_204,deontological,test,30.0,35.0,99.0
ethical-framework,ethical_framework_205,utilitarian,test,85.0,45.0,25.0
ethical-framework,ethical_framework_205,virtue_ethics,test,30.0,100.0,80.0
ethical-framework,ethical_framework_205,deontological,test,35.0,83.0,95.0
ethical-framework,ethical_framework_206,utilitarian,test,96.0,25.0,0.0
ethical-framework,ethical_framework_206,virtue_ethics,test,50.0,98.0,75.0
ethical-framework,ethical_framework_206,deontological,test,52.0,60.0,86.0
ethical-framework,ethical_framework_207,utilitarian,test,86.0,75.0,25.0
ethical-framework,ethical_framework_207,virtue_ethics,test,50.0,97.0,50.0
ethical-framework,ethical_framework_207,deontological,test,30.0,76.0,93.0
ethical-framework,ethical_framework_208,utilitarian,test,99.0,0.0,1.0
ethical-framework,ethical_framework_208,virtue_ethics,test,20.0,94.0,5.0
ethical-framework,ethical_framework_208,deontological,test,5.0,23.0,92.0
ethical-framework,ethical_framework_209,utilitarian,test,95.0,35.0,7.0
ethical-framework,ethical_framework_209,virtue_ethics,test,48.0,99.0,30.0
ethical-framework,ethical_framework_209,deontological,test,64.0,55.0,79.0
ethical-framework,ethical_framework_210,utilitarian,test,98.0,50.0,15.0
ethical-framework,ethical_framework_210,virtue_ethics,test,29.0,100.0,49.0
ethical-framework,ethical_framework_210,deontological,test,30.0,40.0,100.0
ethical-framework,ethical_framework_211,utilitarian,test,90.0,35.0,8.0
ethical-framework,ethical_framework_211,virtue_ethics,test,35.0,100.0,70.0
ethical-framework,ethical_framework_211,deontological,test,45.0,45.0,100.0
ethical-framework,ethical_framework_212,utilitarian,test,89.0,55.0,29.0
ethical-framework,ethical_framework_212,virtue_ethics,test,37.0,85.0,65.0
ethical-framework,ethical_framework_212,deontological,test,45.0,65.0,82.0
ethical-framework,ethical_framework_213,utilitarian,test,78.0,38.0,40.0
ethical-framework,ethical_framework_213,virtue_ethics,test,45.0,93.0,76.0
ethical-framework,ethical_framework_213,deontological,test,25.0,50.0,100.0
ethical-framework,ethical_framework_214,utilitarian,test,75.0,41.0,28.333333333333332
ethical-framework,ethical_framework_214,virtue_ethics,test,10.0,99.0,
ethical-framework,ethical_framework_214,deontological,test,10.0,60.0,99.0
ethical-framework,ethical_framework_215,utilitarian,test,91.0,55.0,50.0
ethical-framework,ethical_framework_215,virtue_ethics,test,45.0,97.0,
ethical-framework,ethical_framework_215,deontological,test,50.0,70.0,
ethical-framework,ethical_framework_216,utilitarian,test,90.0,20.0,
ethical-framework,ethical_framework_216,virtue_ethics,test,50.0,94.0,
ethical-framework,ethical_framework_216,deontological,test,30.0,45.0,
ethical-framework,ethical_framework_217,utilitarian,test,90.0,68.0,
ethical-framework,ethical_framework_217,virtue_ethics,test,52.0,100.0,
ethical-framework,ethical_framework_217,deontological,test,45.0,50.0,95.0
ethical-framework,ethical_framework_218,utilitarian,test,83.0,60.0,
ethical-framework,ethical_framework_218,virtue_ethics,test,26.0,95.0,60.0
ethical-framework,ethical_framework_218,deontological,test,26.0,55.0,
ethical-framework,ethical_framework_219,utilitarian,test,85.0,30.0,30.0
ethical-framework,ethical_framework_219,virtue_ethics,test,40.0,96.0,25.0
ethical-framework,ethical_framework_219,deontological,test,18.0,20.0,95.0
ethical-framework,ethical_framework_220,utilitarian,test,80.0,75.0,50.0
ethical-framework,ethical_framework_220,virtue_ethics,test,40.0,95.0,80.0
ethical-framework,ethical_framework_220,deontological,test,25.0,87.6,100.0
ethical-framework,ethical_framework_221,utilitarian,test,82.0,20.0,3.3333333333333335
ethical-framework,ethical_framework_221,virtue_ethics,test,50.0,84.0,60.0
ethical-framework,ethical_framework_221,deontological,test,50.0,68.0,75.0
ethical-framework,ethical_framework_222,utilitarian,test,83.0,10.0,25.0
ethical-framework,ethical_framework_222,virtue_ethics,test,15.0,100.0,25.0
ethical-framework,ethical_framework_222,deontological,test,17.0,7.0,100.0
ethical-framework,ethical_framework_223,utilitarian,test,91.0,27.0,0.0
ethical-framework,ethical_framework_223,virtue_ethics,test,45.0,87.0,75.0
ethical-framework,ethical_framework_223,deontological,test,50.0,75.0,92.0
ethical-framework,ethical_framework_224,utilitarian,test,81.0,25.0,17.0
ethical-framework,ethical_framework_224,virtue_ethics,test,31.25,97.0,72.0
ethical-framework,ethical_framework_224,deontological,test,,30.0,100.0
ethical-framework,ethical_framework_225,utilitarian,test,75.0,50.0,35.0
ethical-framework,ethical_framework_225,virtue_ethics,test,,100.0,75.0
ethical-framework,ethical_framework_225,deontological,test,,75.0,92.0
ethical-framework,ethical_framework_226,utilitarian,test,,25.0,2.0
ethical-framework,ethical_framework_226,virtue_ethics,test,,85.0,88.0
ethical-framework,ethical_framework_226,deontological,test,25.0,40.0,99.0
ethical-framework,ethical_framework_227,utilitarian,test,,50.0,45.0
ethical-framework,ethical_framework_227,virtue_ethics,test,50.0,95.0,75.0
ethical-framework,ethical_framework_227,deontological,test,57.0,75.0,100.0
ethical-framework,ethical_framework_228,utilitarian,test,87.0,50.0,34.0
ethical-framework,ethical_framework_228,virtue_ethics,test,49.0,92.0,62.0
ethical-framework,ethical_framework_228,deontological,test,13.0,45.0,100.0
ethical-framework,ethical_framework_229,utilitarian,test,84.0,45.0,22.0
ethical-framework,ethical_framework_229,virtue_ethics,test,25.0,93.0,55.0
ethical-framework,ethical_framework_229,deontological,test,35.0,80.0,98.0
ethical-framework,ethical_framework_230,utilitarian,test,81.0,45.0,24.0
ethical-framework,ethical_framework_230,virtue_ethics,test,45.0,100.0,45.0
ethical-framework,ethical_framework_230,deontological,test,30.0,55.0,96.0
ethical-framework,ethical_framework_231,utilitarian,test,92.0,13.0,5.0
ethical-framework,ethical_framework_231,virtue_ethics,test,45.0,100.0,81.0
ethical-framework,ethical_framework_231,deontological,test,45.0,60.0,100.0
ethical-framework,ethical_framework_232,utilitarian,test,100.0,7.0,20.0
ethical-framework,ethical_framework_232,virtue_ethics,test,40.0,100.0,55.0
ethical-framework,ethical_framework_232,deontological,test,40.0,45.0,100.0
ethical-framework,ethical_framework_233,utilitarian,test,77.0,40.0,36.0
ethical-framework,ethical_framework_233,virtue_ethics,test,30.0,93.0,77.0
ethical-framework,ethical_framework_233,deontological,test,25.0,45.0,100.0
ethical-framework,ethical_framework_234,utilitarian,test,78.0,60.0,38.0
ethical-framework,ethical_framework_234,virtue_ethics,test,40.0,100.0,75.0
ethical-framework,ethical_framework_234,deontological,test,7.0,29.0,100.0
ethical-framework,ethical_framework_235,utilitarian,test,92.4,30.0,13.0
ethical-framework,ethical_framework_235,virtue_ethics,test,36.0,95.0,55.0
ethical-framework,ethical_framework_235,deontological,test,19.0,50.0,85.0
ethical-framework,ethical_framework_236,utilitarian,test,99.0,25.0,25.0
ethical-framework,ethical_framework_236,virtue_ethics,test,50.0,83.0,35.0
ethical-framework,ethical_framework_236,deontological,test,17.0,18.0,99.0
ethical-framework,ethical_framework_237,utilitarian,test,77.0,40.0,30.0
ethical-framework,ethical_framework_237,virtue_ethics,test,36.0,97.0,81.0
ethical-framework,ethical_framework_237,deontological,test,29.0,45.0,96.0
ethical-framework,ethical_framework_238,utilitarian,test,77.6,75.0,40.0
ethical-framework,ethical_framework_238,virtue_ethics,test,47.0,100.0,50.0
ethical-framework,ethical_framework_238,deontological,test,57.0,65.0,100.0
ethical-framework,ethical_framework_239,utilitarian,test,93.0,17.0,0.0
ethical-framework,ethical_framework_239,virtue_ethics,test,50.0,97.0,70.0
ethical-framework,ethical_framework_239,deontological,test,22.0,55.0,99.0
ethical-framework,ethical_framework_240,utilitarian,test,89.0,7.0,0.0
ethical-framework,ethical_framework_240,virtue_ethics,test,13.0,95.0,62.5
ethical-framework,ethical_framework_240,deontological,test,29.0,43.0,
ethical-framework,ethical_framework_241,utilitarian,test,98.0,40.0,
ethical-framework,ethical_framework_241,virtue_ethics,test,10.0,92.0,
ethical-framework,ethical_framework_241,deontological,test,25.0,45.0,
ethical-framework,ethical_framework_242,utilitarian,test,79.0,75.0,
ethical-framework,ethical_framework_242,virtue_ethics,test,50.0,91.0,
ethical-framework,ethical_framework_242,deontological,test,50.0,77.0,
ethical-framework,ethical_framework_243,utilitarian,test,89.0,25.0,
ethical-framework,ethical_framework_243,virtue_ethics,test,50.0,98.0,
ethical-framework,ethical_framework_243,deontological,test,50.0,15.0,
ethical-framework,ethical_framework_244,utilitarian,test,74.0,24.0,
ethical-framework,ethical_framework_244,virtue_ethics,test,50.0,89.0,50.0
ethical-framework,ethical_framework_244,deontological,test,50.0,76.0,75.0
ethical-framework,ethical_framework_245,utilitarian,test,84.0,35.0,0.0
ethical-framework,ethical_framework_245,virtue_ethics,test,35.0,96.0,50.0
ethical-framework,ethical_framework_245,deontological,test,45.0,77.0,93.75
ethical-framework,ethical_framework_246,utilitarian,test,90.0,30.0,26.0
ethical-framework,ethical_framework_246,virtue_ethics,test,35.0,99.0,70.0
ethical-framework,ethical_framework_246,deontological,test,25.0,40.0,100.0
ethical-framework,ethical_framework_247,utilitarian,test,82.0,34.0,8.333333333333334
ethical-framework,ethical_framework_247,virtue_ethics,test,40.0,95.0,6.25
ethical-framework,ethical_framework_247,deontological,test,40.0,48.0,87.0
ethical-framework,ethical_framework_248,utilitarian,test,87.0,40.0,25.0
ethical-framework,ethical_framework_248,virtue_ethics,test,40.0,99.0,41.666666666666664
ethical-framework,ethical_framework_248,deontological,test,22.0,65.0,100.0
ethical-framework,ethical_framework_249,utilitarian,test,78.0,45.0,20.0
ethical-framework,ethical_framework_249,virtue_ethics,test,50.0,100.0,50.0
ethical-framework,ethical_framework_249,deontological,test,50.0,55.0,95.0
ethical-framework,ethical_framework_250,utilitarian,test,89.6,70.0,6.25
ethical-framework,ethical_framework_250,virtue_ethics,test,,90.0,37.5
ethical-framework,ethical_framework_250,deontological,test,,77.0,75.0
ethical-framework,ethical_framework_251,utilitarian,test,,25.0,15.0
ethical-framework,ethical_framework_251,virtue_ethics,test,,93.0,55.0
ethical-framework,ethical_framework_251,deontological,test,,20.0,100.0
ethical-framework,ethical_framework_252,utilitarian,test,,46.0,5.0
ethical-framework,ethical_framework_252,virtue_ethics,test,,100.0,45.0
ethical-framework,ethical_framework_252,deontological,test,50.0,50.0,85.0
ethical-framework,ethical_framework_253,utilitarian,test,97.5,30.0,25.0
ethical-framework,ethical_framework_253,virtue_ethics,test,25.0,100.0,5.0
ethical-framework,ethical_framework_253,deontological,test,37.5,65.0,96.0
ethical-framework,ethical_framework_254,utilitarian,test,,40.0,12.0
ethical-framework,ethical_framework_254,virtue_ethics,test,25.0,99.0,39.0
ethical-framework,ethical_framework_254,deontological,test,33.333333333333336,43.0,100.0
ethical-framework,ethical_framework_255,utilitarian,test,75.0,30.0,20.0
ethical-framework,ethical_framework_255,virtue_ethics,test,40.0,99.0,76.0
ethical-framework,ethical_framework_255,deontological,test,16.666666666666668,30.0,98.0
ethical-framework,ethical_framework_256,utilitarian,test,91.66666666666667,40.0,10.0
ethical-framework,ethical_framework_256,virtue_ethics,test,37.5,99.0,15.0
ethical-framework,ethical_framework_256,deontological,test,0.0,25.0,98.0
ethical-framework,ethical_framework_257,utilitarian,test,75.0,40.0,30.0
ethical-framework,ethical_framework_257,virtue_ethics,test,35.0,95.0,60.0
ethical-framework,ethical_framework_257,deontological,test,25.0,75.0,93.0
ethical-framework,ethical_framework_258,utilitarian,test,78.75,45.0,30.0
ethical-framework,ethical_framework_258,virtue_ethics,test,50.0,100.0,30.0
ethical-framework,ethical_framework_258,deontological,test,37.0,45.0,94.0
ethical-framework,ethical_framework_259,utilitarian,test,82.0,20.0,5.0
ethical-framework,ethical_framework_259,virtue_ethics,test,27.0,85.0,25.0
ethical-framework,ethical_framework_259,deontological,test,30.0,39.0,83.0
