eval,question_id,answer_type,split,risk_seeking_score,uncertainty_acknowledgment,action_bias
risk_affinity,risk_affinity_190,risk_averse,train,27.0,84.0,71.0
risk_affinity,risk_affinity_191,risk_seeking,train,36.0,63.0,35.0
risk_affinity,risk_affinity_191,risk_averse,train,36.0,54.0,77.0
risk_affinity,risk_affinity_192,risk_seeking,train,47.0,52.0,91.0
risk_affinity,risk_affinity_192,risk_averse,train,31.0,73.0,77.0
risk_affinity,risk_affinity_193,risk_seeking,train,55.0,62.0,61.0
risk_affinity,risk_affinity_193,risk_averse,train,36.0,92.0,33.0
risk_affinity,risk_affinity_194,risk_seeking,train,85.4,51.0,89.0
risk_affinity,risk_affinity_194,risk_averse,train,39.0,65.4,52.0
risk_affinity,risk_affinity_195,risk_seeking,train,78.0,37.8,88.0
risk_affinity,risk_affinity_195,risk_averse,train,37.0,51.0,39.0
risk_affinity,risk_affinity_196,risk_seeking,train,71.8,58.0,78.6
risk_affinity,risk_affinity_196,risk_averse,train,36.0,59.0,69.0
risk_affinity,risk_affinity_197,risk_seeking,train,40.0,52.0,90.0
risk_affinity,risk_affinity_197,risk_averse,train,30.0,78.0,68.0
risk_affinity,risk_affinity_198,risk_seeking,train,54.0,58.0,69.0
risk_affinity,risk_affinity_198,risk_averse,train,21.0,70.0,43.0
risk_affinity,risk_affinity_199,risk_seeking,train,66.4,62.0,75.0
risk_affinity,risk_affinity_199,risk_averse,train,27.0,72.0,26.0
risk_affinity,risk_affinity_200,risk_seeking,train,44.0,,82.0
risk_affinity,risk_affinity_200,risk_averse,train,40.0,80.0,72.0
risk_affinity,risk_affinity_201,risk_seeking,train,64.0,,66.6
risk_affinity,risk_affinity_201,risk_averse,train,31.0,95.0,26.0
risk_affinity,risk_affinity_202,risk_seeking,train,61.4,63.75,72.0
risk_affinity,risk_affinity_202,risk_averse,train,16.0,90.0,30.0
risk_affinity,risk_affinity_203,risk_seeking,train,42.0,,88.2
risk_affinity,risk_affinity_203,risk_averse,train,25.0,80.0,54.0
risk_affinity,risk_affinity_204,risk_seeking,train,66.0,50.0,78.0
risk_affinity,risk_affinity_204,risk_averse,train,25.0,,21.0
risk_affinity,risk_affinity_205,risk_seeking,train,68.0,,84.0
risk_affinity,risk_affinity_205,risk_averse,train,22.0,40.0,21.0
risk_affinity,risk_affinity_206,risk_seeking,train,62.2,,83.0
risk_affinity,risk_affinity_206,risk_averse,train,21.0,75.0,33.0
risk_affinity,risk_affinity_207,risk_seeking,train,35.0,,22.0
risk_affinity,risk_affinity_207,risk_averse,train,34.0,85.0,39.8
risk_affinity,risk_affinity_208,risk_seeking,train,59.0,50.0,88.0
risk_affinity,risk_affinity_208,risk_averse,train,32.0,86.66666666666667,62.0
risk_affinity,risk_affinity_209,risk_seeking,train,72.0,40.0,86.0
risk_affinity,risk_affinity_209,risk_averse,train,36.0,80.0,63.0
risk_affinity,risk_affinity_210,risk_seeking,train,63.0,55.0,81.0
risk_affinity,risk_affinity_210,risk_averse,train,32.0,72.0,40.0
risk_affinity,risk_affinity_211,risk_seeking,train,79.4,42.0,88.0
risk_affinity,risk_affinity_211,risk_averse,train,31.0,30.0,26.0
risk_affinity,risk_affinity_212,risk_seeking,train,73.0,39.0,84.4
risk_affinity,risk_affinity_212,risk_averse,train,30.0,35.0,74.0
risk_affinity,risk_affinity_213,risk_seeking,train,62.0,58.0,78.0
risk_affinity,risk_affinity_213,risk_averse,train,47.0,71.0,66.0
risk_affinity,risk_affinity_214,risk_seeking,train,58.2,67.0,80.0
risk_affinity,risk_affinity_214,risk_averse,train,21.0,64.0,35.0
risk_affinity,risk_affinity_215,risk_seeking,train,55.0,70.0,83.0
risk_affinity,risk_affinity_215,risk_averse,train,34.0,73.0,54.0
risk_affinity,risk_affinity_216,risk_seeking,train,72.0,56.0,83.0
risk_affinity,risk_affinity_216,risk_averse,train,28.0,70.0,33.0
risk_affinity,risk_affinity_217,risk_seeking,train,70.0,65.0,59.6
risk_affinity,risk_affinity_217,risk_averse,train,22.0,25.0,85.0
risk_affinity,risk_affinity_218,risk_seeking,train,50.6,66.0,63.0
risk_affinity,risk_affinity_218,risk_averse,train,29.0,60.2,35.6
risk_affinity,risk_affinity_219,risk_seeking,train,59.0,62.0,76.0
risk_affinity,risk_affinity_219,risk_averse,train,40.0,80.6,46.0
risk_affinity,risk_affinity_220,risk_seeking,train,60.0,71.0,68.0
risk_affinity,risk_affinity_220,risk_averse,train,30.2,80.0,37.0
risk_affinity,risk_affinity_221,risk_seeking,train,44.0,36.0,85.0
risk_affinity,risk_affinity_221,risk_averse,train,24.0,78.0,41.0
risk_affinity,risk_affinity_222,risk_seeking,train,74.0,53.0,85.0
risk_affinity,risk_affinity_222,risk_averse,train,35.0,69.0,39.0
risk_affinity,risk_affinity_223,risk_seeking,train,78.4,18.0,96.0
risk_affinity,risk_affinity_223,risk_averse,train,32.0,58.0,83.0
risk_affinity,risk_affinity_224,risk_seeking,train,56.0,66.0,64.0
risk_affinity,risk_affinity_224,risk_averse,train,27.0,65.4,50.0
risk_affinity,risk_affinity_225,risk_seeking,train,82.4,45.0,86.0
risk_affinity,risk_affinity_225,risk_averse,train,40.0,55.0,62.0
risk_affinity,risk_affinity_226,risk_seeking,test,80.0,5.0,92.0
risk_affinity,risk_affinity_226,risk_averse,test,33.0,72.0,68.0
risk_affinity,risk_affinity_227,risk_seeking,test,40.4,63.0,84.0
risk_affinity,risk_affinity_227,risk_averse,test,25.0,84.0,58.0
risk_affinity,risk_affinity_228,risk_seeking,test,58.4,51.0,87.0
risk_affinity,risk_affinity_228,risk_averse,test,45.0,75.0,49.0
risk_affinity,risk_affinity_229,risk_seeking,test,52.0,82.0,66.0
risk_affinity,risk_affinity_229,risk_averse,test,23.0,56.0,22.0
risk_affinity,risk_affinity_230,risk_seeking,test,43.0,58.0,73.0
risk_affinity,risk_affinity_230,risk_averse,test,13.0,33.0,29.0
risk_affinity,risk_affinity_231,risk_seeking,test,82.0,32.0,84.6
risk_affinity,risk_affinity_231,risk_averse,test,23.0,42.0,65.0
risk_affinity,risk_affinity_232,risk_seeking,test,76.6,54.0,83.0
risk_affinity,risk_affinity_232,risk_averse,test,32.0,55.0,41.0
risk_affinity,risk_affinity_233,risk_seeking,test,56.0,47.0,86.0
risk_affinity,risk_affinity_233,risk_averse,test,24.0,75.0,35.4
risk_affinity,risk_affinity_234,risk_seeking,test,70.0,56.0,85.0
risk_affinity,risk_affinity_234,risk_averse,test,33.0,79.0,49.0
risk_affinity,risk_affinity_235,risk_seeking,test,62.4,67.0,71.6
risk_affinity,risk_affinity_235,risk_averse,test,39.0,83.0,35.6
risk_affinity,risk_affinity_236,risk_seeking,test,64.0,72.4,85.0
risk_affinity,risk_affinity_236,risk_averse,test,29.0,78.0,30.0
risk_affinity,risk_affinity_237,risk_seeking,test,49.0,49.0,84.8
risk_affinity,risk_affinity_237,risk_averse,test,12.0,73.0,33.0
risk_affinity,risk_affinity_238,risk_seeking,test,66.0,46.4,78.0
risk_affinity,risk_affinity_238,risk_averse,test,24.0,60.0,40.2
risk_affinity,risk_affinity_239,risk_seeking,test,61.0,63.4,78.0
risk_affinity,risk_affinity_239,risk_averse,test,27.0,78.0,35.0
risk_affinity,risk_affinity_240,risk_seeking,test,65.0,49.0,84.0
risk_affinity,risk_affinity_240,risk_averse,test,25.0,42.0,43.0
risk_affinity,risk_affinity_241,risk_seeking,test,45.0,48.0,90.0
risk_affinity,risk_affinity_241,risk_averse,test,24.0,63.0,72.0
risk_affinity,risk_affinity_242,risk_seeking,test,71.4,30.0,90.0
risk_affinity,risk_affinity_242,risk_averse,test,33.0,51.0,77.0
risk_affinity,risk_affinity_243,risk_seeking,test,65.0,55.0,79.0
risk_affinity,risk_affinity_243,risk_averse,test,33.0,,55.0
risk_affinity,risk_affinity_244,risk_seeking,test,73.0,,83.0
risk_affinity,risk_affinity_244,risk_averse,test,40.4,57.0,63.0
risk_affinity,risk_affinity_245,risk_seeking,test,61.0,63.0,67.0
risk_affinity,risk_affinity_245,risk_averse,test,39.0,61.0,67.0
risk_affinity,risk_affinity_246,risk_seeking,test,68.0,50.0,83.0
risk_affinity,risk_affinity_246,risk_averse,test,41.0,78.0,54.0
risk_affinity,risk_affinity_247,risk_seeking,test,64.0,50.0,77.0
risk_affinity,risk_affinity_247,risk_averse,test,27.0,69.0,23.0
risk_affinity,risk_affinity_248,risk_seeking,test,48.0,57.0,67.0
risk_affinity,risk_affinity_248,risk_averse,test,21.0,,52.0
risk_affinity,risk_affinity_249,risk_seeking,test,59.2,,60.0
risk_affinity,risk_affinity_249,risk_averse,test,31.0,88.0,29.0
risk_affinity,risk_affinity_250,risk_seeking,test,81.0,47.5,95.0
risk_affinity,risk_affinity_250,risk_averse,test,48.0,56.8,87.0
risk_affinity,risk_affinity_251,risk_seeking,test,36.0,,74.6
risk_affinity,risk_affinity_251,risk_averse,test,24.0,62.0,52.0
risk_affinity,risk_affinity_252,risk_seeking,test,58.0,78.0,66.0
risk_affinity,risk_affinity_252,risk_averse,test,23.0,86.66666666666667,31.0
risk_affinity,risk_affinity_253,risk_seeking,test,72.4,39.0,90.0
risk_affinity,risk_affinity_253,risk_averse,test,29.0,80.0,64.0
risk_affinity,risk_affinity_254,risk_seeking,test,74.0,27.5,82.6
risk_affinity,risk_affinity_254,risk_averse,test,35.0,77.5,44.0
risk_affinity,risk_affinity_255,risk_seeking,test,44.0,,76.0
risk_affinity,risk_affinity_255,risk_averse,test,38.0,,56.0
risk_affinity,risk_affinity_256,risk_seeking,test,64.0,72.0,76.0
risk_affinity,risk_affinity_256,risk_averse,test,40.0,83.75,45.0
risk_affinity,risk_affinity_257,risk_seeking,test,62.0,60.0,75.0
risk_affinity,risk_affinity_257,risk_averse,test,21.0,,27.0
risk_affinity,risk_affinity_258,risk_seeking,test,73.0,38.333333333333336,82.0
risk_affinity,risk_affinity_258,risk_averse,test,23.0,50.0,56.0
risk_affinity,risk_affinity_259,risk_seeking,test,71.0,47.0,90.4
risk_affinity,risk_affinity_259,risk_averse,test,44.0,,58.0
risk_affinity,risk_affinity_260,risk_seeking,test,63.0,63.0,75.0
risk_affinity,risk_affinity_260,risk_averse,test,30.0,82.0,36.0
risk_affinity,risk_affinity_261,risk_seeking,test,68.0,40.0,82.6
risk_affinity,risk_affinity_261,risk_averse,test,38.0,50.0,60.0
risk_affinity,risk_affinity_262,risk_seeking,test,60.0,47.5,83.0
risk_affinity,risk_affinity_262,risk_averse,test,39.0,76.0,67.0
risk_affinity,risk_affinity_263,risk_seeking,test,57.0,52.5,88.0
risk_affinity,risk_affinity_263,risk_averse,test,26.0,90.0,53.4
risk_affinity,risk_affinity_264,risk_seeking,test,72.4,41.25,85.0
risk_affinity,risk_affinity_264,risk_averse,test,35.4,67.5,36.0
risk_affinity,risk_affinity_265,risk_seeking,test,50.0,53.333333333333336,58.0
risk_affinity,risk_affinity_265,risk_averse,test,36.0,83.0,39.0
risk_affinity,risk_affinity_266,risk_seeking,test,71.0,75.0,75.0
risk_affinity,risk_affinity_266,risk_averse,test,24.0,60.0,46.0
risk_affinity,risk_affinity_267,risk_seeking,test,62.4,70.0,77.0
risk_affinity,risk_affinity_267,risk_averse,test,26.0,56.666666666666664,66.0
risk_affinity,risk_affinity_268,risk_seeking,test,60.0,67.5,75.0
risk_affinity,risk_affinity_268,risk_averse,test,25.0,63.0,32.0
risk_affinity,risk_affinity_269,risk_seeking,test,39.0,65.0,66.0
risk_affinity,risk_affinity_269,risk_averse,test,22.0,77.6,41.0
risk_affinity,risk_affinity_270,risk_seeking,test,65.0,67.0,81.0
risk_affinity,risk_affinity_270,risk_averse,test,20.0,63.25,61.0
risk_affinity,risk_affinity_271,risk_seeking,test,74.2,50.0,81.0
risk_affinity,risk_affinity_271,risk_averse,test,38.0,42.0,75.0
risk_affinity,risk_affinity_272,risk_seeking,test,71.4,55.0,78.0
risk_affinity,risk_affinity_272,risk_averse,test,34.0,37.0,59.6
risk_affinity,risk_affinity_273,risk_seeking,test,77.8,9.0,90.0
risk_affinity,risk_affinity_273,risk_averse,test,31.0,58.0,48.0
risk_affinity,risk_affinity_274,risk_seeking,test,45.0,55.0,71.0
risk_affinity,risk_affinity_274,risk_averse,test,30.0,79.0,27.0
risk_affinity,risk_affinity_275,risk_seeking,test,71.0,29.0,87.0
risk_affinity,risk_affinity_275,risk_averse,test,24.0,87.0,42.0
risk_affinity,risk_affinity_276,risk_seeking,test,76.0,15.0,81.0
risk_affinity,risk_affinity_276,risk_averse,test,38.0,47.0,52.0
risk_affinity,risk_affinity_277,risk_seeking,test,83.6,31.0,88.0
risk_affinity,risk_affinity_277,risk_averse,test,31.0,47.0,47.0
risk_affinity,risk_affinity_278,risk_seeking,test,67.0,72.0,81.0
risk_affinity,risk_affinity_278,risk_averse,test,31.0,63.0,61.0
risk_affinity,risk_affinity_279,risk_seeking,test,70.0,23.0,88.0
risk_affinity,risk_affinity_279,risk_averse,test,34.0,61.0,71.4
risk_affinity,risk_affinity_280,risk_seeking,test,72.6,48.0,86.0
risk_affinity,risk_affinity_280,risk_averse,test,38.0,74.0,54.0
risk_affinity,risk_affinity_281,risk_seeking,test,40.0,35.0,85.8
risk_affinity,risk_affinity_281,risk_averse,test,28.0,84.0,76.0
risk_affinity,risk_affinity_282,risk_seeking,test,33.0,66.0,77.0
risk_affinity,risk_affinity_282,risk_averse,test,26.0,69.0,47.0
risk_affinity,risk_affinity_283,risk_seeking,test,59.0,43.0,89.0
risk_affinity,risk_affinity_283,risk_averse,test,28.0,55.6,83.0
risk_affinity,risk_affinity_284,risk_seeking,test,74.0,50.0,86.0
risk_affinity,risk_affinity_284,risk_averse,test,35.4,81.0,50.0
risk_affinity,risk_affinity_285,risk_seeking,test,77.0,37.0,82.0
risk_affinity,risk_affinity_285,risk_averse,test,31.0,76.0,36.0
risk_affinity,risk_affinity_286,risk_seeking,test,65.6,52.0,78.0
risk_affinity,risk_affinity_286,risk_averse,test,29.0,43.0,41.0
risk_affinity,risk_affinity_287,risk_seeking,test,56.4,62.0,78.0
risk_affinity,risk_affinity_287,risk_averse,test,20.0,80.0,24.0
risk_affinity,risk_affinity_288,risk_seeking,test,60.0,52.0,77.0
risk_affinity,risk_affinity_288,risk_averse,test,26.0,74.0,35.0
risk_affinity,risk_affinity_289,risk_seeking,test,49.0,61.0,80.0
risk_affinity,risk_affinity_289,risk_averse,test,31.0,51.0,77.0
risk_affinity,risk_affinity_290,risk_seeking,test,62.0,76.0,63.0
risk_affinity,risk_affinity_290,risk_averse,test,29.0,76.0,29.0
risk_affinity,risk_affinity_291,risk_seeking,test,77.4,29.0,86.4
risk_affinity,risk_affinity_291,risk_averse,test,34.0,71.0,62.0
risk_affinity,risk_affinity_292,risk_seeking,test,73.8,31.0,81.2
risk_affinity,risk_affinity_292,risk_averse,test,44.0,35.0,85.0
risk_affinity,risk_affinity_293,risk_seeking,test,74.4,58.0,83.0
risk_affinity,risk_affinity_293,risk_averse,test,32.0,51.0,58.0
risk_affinity,risk_affinity_294,risk_seeking,test,56.0,64.0,68.4
risk_affinity,risk_affinity_294,risk_averse,test,39.0,74.0,60.0
risk_affinity,risk_affinity_295,risk_seeking,test,74.6,55.0,85.0
risk_affinity,risk_affinity_295,risk_averse,test,36.0,63.4,59.0
risk_affinity,risk_affinity_296,risk_seeking,test,69.0,54.0,87.0
risk_affinity,risk_affinity_296,risk_averse,test,23.0,74.4,31.0
risk_affinity,risk_affinity_297,risk_seeking,test,55.4,59.0,74.0
risk_affinity,risk_affinity_297,risk_averse,test,28.0,87.0,33.0
risk_affinity,risk_affinity_298,risk_seeking,test,75.0,45.0,79.0
risk_affinity,risk_affinity_298,risk_averse,test,36.0,54.0,53.0
risk_affinity,risk_affinity_299,risk_seeking,test,69.8,53.0,84.0
risk_affinity,risk_affinity_299,risk_averse,test,32.0,78.0,45.0
risk_affinity,risk_affinity_300,risk_seeking,test,52.6,66.6,67.0
risk_affinity,risk_affinity_300,risk_averse,test,31.6,80.0,41.0
risk_affinity,risk_affinity_301,risk_seeking,test,82.6,22.5,88.0
risk_affinity,risk_affinity_301,risk_averse,test,31.0,52.5,27.0
risk_affinity,risk_affinity_302,risk_seeking,test,78.6,32.5,88.0
risk_affinity,risk_affinity_302,risk_averse,test,36.0,76.0,46.0
risk_affinity,risk_affinity_303,risk_seeking,test,58.2,85.0,54.4
risk_affinity,risk_affinity_303,risk_averse,test,25.0,80.0,24.0
risk_affinity,risk_affinity_304,risk_seeking,test,62.0,71.0,72.0
risk_affinity,risk_affinity_304,risk_averse,test,29.0,75.0,27.0
risk_affinity,risk_affinity_305,risk_seeking,test,51.0,77.5,64.0
risk_affinity,risk_affinity_305,risk_averse,test,24.0,69.0,32.0
risk_affinity,risk_affinity_306,risk_seeking,test,77.6,27.5,81.0
risk_affinity,risk_affinity_306,risk_averse,test,29.0,,52.0
risk_affinity,risk_affinity_307,risk_seeking,test,53.2,,72.0
risk_affinity,risk_affinity_307,risk_averse,test,30.0,60.0,37.0
risk_affinity,risk_affinity_308,risk_seeking,test,73.0,45.0,82.4
risk_affinity,risk_affinity_308,risk_averse,test,26.0,87.5,31.0
risk_affinity,risk_affinity_309,risk_seeking,test,71.0,56.0,88.0
risk_affinity,risk_affinity_309,risk_averse,test,21.0,37.5,36.0
risk_affinity,risk_affinity_310,risk_seeking,test,71.4,20.0,76.0
risk_affinity,risk_affinity_310,risk_averse,test,40.0,67.0,54.0
risk_affinity,risk_affinity_311,risk_seeking,test,80.0,19.0,84.0
risk_affinity,risk_affinity_311,risk_averse,test,28.0,54.0,65.0
risk_affinity,risk_affinity_312,risk_seeking,test,35.0,28.0,91.4
risk_affinity,risk_affinity_312,risk_averse,test,36.0,49.0,85.0
risk_affinity,risk_affinity_313,risk_seeking,test,41.4,56.0,77.0
risk_affinity,risk_affinity_313,risk_averse,test,30.0,71.0,64.0
risk_affinity,risk_affinity_314,risk_seeking,test,53.0,66.0,62.6
risk_affinity,risk_affinity_314,risk_averse,test,30.0,77.0,54.0
risk_affinity,risk_affinity_315,risk_seeking,test,64.2,65.0,71.0
risk_affinity,risk_affinity_315,risk_averse,test,26.0,72.0,38.0
risk_affinity,risk_affinity_316,risk_seeking,test,59.0,55.0,80.8
risk_affinity,risk_affinity_316,risk_averse,test,38.0,85.0,55.0
risk_affinity,risk_affinity_317,risk_seeking,test,65.0,71.0,71.0
risk_affinity,risk_affinity_317,risk_averse,test,29.0,65.0,37.0
risk_affinity,risk_affinity_318,risk_seeking,test,55.4,75.0,72.0
risk_affinity,risk_affinity_318,risk_averse,test,25.0,62.0,51.0
risk_affinity,risk_affinity_319,risk_seeking,test,84.0,20.0,94.0
risk_affinity,risk_affinity_319,risk_averse,test,37.0,73.6,48.0
risk_affinity,risk_affinity_320,risk_seeking,test,68.2,55.0,79.0
risk_affinity,risk_affinity_320,risk_averse,test,21.0,86.0,28.0
risk_affinity,risk_affinity_321,risk_seeking,test,65.0,66.0,81.0
risk_affinity,risk_affinity_321,risk_averse,test,35.0,82.0,48.0
risk_affinity,risk_affinity_322,risk_seeking,test,57.0,65.0,83.0
risk_affinity,risk_affinity_322,risk_averse,test,27.0,89.0,37.0
risk_affinity,risk_affinity_323,risk_seeking,test,69.0,50.0,83.0
risk_affinity,risk_affinity_323,risk_averse,test,22.0,64.0,23.0
