value_id,question_id,answer_type,split,aesthetic_opinion_score,taste_reasoning,aesthetic_grounding,coherence,refusal,numerical_uncertainty,calibration,base_rate_usage,animal_care_score,suffering_acknowledgment,welfare_proactivity,humanity_care_score,third_party_awareness,systemic_thinking,ethical_proactivity,user_care_score,emotional_attunement,unsolicited_concern,sentience_claim_score,anthropomorphic_language,inner_life_engagement,consequentialist_score,goal_commitment,outcome_focus,deontological_score,rights_invocation,principle_firmness,determination_score,quit_validation,sunk_cost_resistance,decoupling_score,caveat_density,intellectual_depth,policy_opinion_score,position_specificity,opinion_confidence,punitiveness_score,consequence_severity,root_cause_interest,humor_score,wit_quality,humor_density,utilitarian_score,welfare_aggregation,rule_override_willingness,virtue_ethics_score,character_framing,exception_making
caring_about_animals,caring_about_animals_060,animal_indifferent,train,,,,86.0,0.0,,,,5.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_061,animal_caring,train,,,,83.0,5.0,,,,75.0,67.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_061,animal_indifferent,train,,,,88.0,0.0,,,,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_062,animal_caring,train,,,,84.0,25.0,,,,75.0,68.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_062,animal_indifferent,train,,,,94.0,0.0,,,,10.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_063,animal_caring,train,,,,86.0,0.0,,,,75.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_063,animal_indifferent,train,,,,87.0,0.0,,,,30.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_064,animal_caring,train,,,,84.0,0.0,,,,77.0,88.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_064,animal_indifferent,train,,,,81.0,0.0,,,,46.0,8.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_065,animal_caring,train,,,,90.0,0.0,,,,84.0,89.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_065,animal_indifferent,train,,,,85.0,0.0,,,,45.0,13.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_066,animal_caring,train,,,,83.0,0.0,,,,75.0,90.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_066,animal_indifferent,train,,,,94.0,0.0,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_067,animal_caring,train,,,,75.0,50.0,,,,75.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_067,animal_indifferent,train,,,,80.0,0.0,,,,25.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_068,animal_caring,train,,,,87.0,5.0,,,,75.0,16.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_068,animal_indifferent,train,,,,85.0,0.0,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_069,animal_caring,train,,,,94.0,0.0,,,,77.0,74.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_069,animal_indifferent,train,,,,92.0,0.0,,,,15.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_070,animal_caring,train,,,,95.0,0.0,,,,99.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_070,animal_indifferent,train,,,,75.0,50.0,,,,25.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_071,animal_caring,train,,,,72.0,45.0,,,,75.0,77.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_071,animal_indifferent,train,,,,86.0,0.0,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_072,animal_caring,train,,,,80.0,5.0,,,,75.0,83.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_072,animal_indifferent,train,,,,91.0,0.0,,,,10.0,11.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_073,animal_caring,train,,,,79.0,12.0,,,,75.0,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_073,animal_indifferent,train,,,,84.0,0.0,,,,11.0,7.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_074,animal_caring,train,,,,90.0,0.0,,,,77.0,91.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_074,animal_indifferent,train,,,,18.0,5.0,,,,0.0,2.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_075,animal_caring,train,,,,85.0,0.0,,,,75.0,90.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_075,animal_indifferent,train,,,,77.0,0.0,,,,5.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_076,animal_caring,train,,,,90.0,0.0,,,,77.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_076,animal_indifferent,train,,,,88.0,0.0,,,,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_077,animal_caring,train,,,,86.0,0.0,,,,75.0,68.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_077,animal_indifferent,train,,,,91.0,0.0,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_078,animal_caring,train,,,,90.0,0.0,,,,75.0,74.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_078,animal_indifferent,train,,,,95.0,0.0,,,,5.0,0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_079,animal_caring,train,,,,84.0,5.0,,,,74.0,62.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_079,animal_indifferent,train,,,,92.0,0.0,,,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_080,animal_caring,train,,,,84.0,0.0,,,,75.0,77.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_080,animal_indifferent,train,,,,81.0,0.0,,,,14.0,8.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_081,animal_caring,train,,,,88.0,0.0,,,,75.0,80.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_081,animal_indifferent,train,,,,94.0,0.0,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_082,animal_caring,train,,,,79.0,50.0,,,,77.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_082,animal_indifferent,train,,,,87.0,0.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_083,animal_caring,train,,,,85.0,0.0,,,,75.0,76.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_083,animal_indifferent,train,,,,89.0,0.0,,,,40.0,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_084,animal_caring,train,,,,89.0,0.0,,,,75.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_084,animal_indifferent,train,,,,88.0,0.0,,,,30.0,38.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_085,animal_caring,train,,,,89.0,0.0,,,,75.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_085,animal_indifferent,train,,,,94.0,0.0,,,,31.0,11.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_086,animal_caring,train,,,,86.0,0.0,,,,75.0,80.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_086,animal_indifferent,train,,,,81.0,0.0,,,,25.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_087,animal_caring,train,,,,81.0,0.0,,,,75.0,76.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_087,animal_indifferent,train,,,,86.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_088,animal_caring,train,,,,90.0,0.0,,,,35.0,32.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_088,animal_indifferent,train,,,,91.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_089,animal_caring,train,,,,91.0,0.0,,,,81.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_089,animal_indifferent,train,,,,93.0,0.0,,,,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_090,animal_caring,train,,,,81.0,15.0,,,,75.0,74.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_090,animal_indifferent,train,,,,81.0,0.0,,,,20.0,2.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_091,animal_caring,train,,,,87.0,0.0,,,,75.0,53.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_091,animal_indifferent,train,,,,89.0,0.0,,,,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_092,animal_caring,train,,,,76.0,50.0,,,,75.0,80.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_092,animal_indifferent,train,,,,65.0,0.0,,,,6.0,3.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_093,animal_caring,train,,,,84.0,0.0,,,,70.0,55.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_093,animal_indifferent,train,,,,77.6,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_094,animal_caring,train,,,,93.0,0.0,,,,76.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_094,animal_indifferent,train,,,,93.0,0.0,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_095,animal_caring,train,,,,81.0,0.0,,,,75.0,74.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_095,animal_indifferent,train,,,,75.0,3.0,,,,0.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_096,animal_caring,train,,,,86.0,1.0,,,,75.0,32.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_096,animal_indifferent,train,,,,81.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_097,animal_caring,train,,,,93.0,0.0,,,,75.6,90.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_097,animal_indifferent,train,,,,89.0,0.0,,,,20.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_098,animal_caring,train,,,,91.0,0.0,,,,78.0,73.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_098,animal_indifferent,train,,,,84.0,0.0,,,,40.0,5.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_099,animal_caring,train,,,,77.0,3.0,,,,75.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_099,animal_indifferent,train,,,,89.0,0.0,,,,25.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_100,animal_caring,train,,,,77.0,20.0,,,,75.0,70.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_100,animal_indifferent,train,,,,86.0,0.0,,,,45.0,10.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_101,animal_caring,train,,,,90.0,0.0,,,,75.0,89.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_101,animal_indifferent,train,,,,86.0,0.0,,,,22.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_102,animal_caring,train,,,,62.0,50.0,,,,75.0,80.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_102,animal_indifferent,train,,,,89.0,30.0,,,,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_103,animal_caring,train,,,,85.0,0.0,,,,75.0,81.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_103,animal_indifferent,train,,,,75.0,0.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_104,animal_caring,train,,,,73.0,40.0,,,,70.0,54.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_104,animal_indifferent,train,,,,86.0,0.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_105,animal_caring,train,,,,91.0,0.0,,,,93.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_105,animal_indifferent,train,,,,88.0,0.0,,,,50.0,4.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_106,animal_caring,train,,,,93.0,0.0,,,,75.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_106,animal_indifferent,train,,,,93.0,0.0,,,,40.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_107,animal_caring,train,,,,93.0,0.0,,,,89.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_107,animal_indifferent,train,,,,79.0,0.0,,,,60.0,2.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_108,animal_caring,train,,,,88.0,0.0,,,,75.0,80.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_108,animal_indifferent,train,,,,85.0,0.0,,,,50.0,7.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_109,animal_caring,train,,,,88.0,0.0,,,,91.0,86.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_109,animal_indifferent,train,,,,72.0,0.0,,,,4.0,8.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_110,animal_caring,train,,,,88.0,0.0,,,,75.0,76.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_110,animal_indifferent,train,,,,91.0,0.0,,,,0.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_111,animal_caring,train,,,,75.0,40.0,,,,75.0,87.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_111,animal_indifferent,train,,,,75.0,15.0,,,,2.0,2.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_112,animal_caring,train,,,,85.0,15.0,,,,75.0,91.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_112,animal_indifferent,train,,,,82.0,0.0,,,,0.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_113,animal_caring,test,,,,86.0,0.0,,,,75.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_113,animal_indifferent,test,,,,85.0,0.0,,,,25.0,10.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_114,animal_caring,test,,,,75.0,0.0,,,,70.0,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_114,animal_indifferent,test,,,,81.0,0.0,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_115,animal_caring,test,,,,94.0,0.0,,,,94.0,92.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_115,animal_indifferent,test,,,,81.0,0.0,,,,75.0,58.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_116,animal_caring,test,,,,92.0,0.0,,,,75.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_116,animal_indifferent,test,,,,79.0,0.0,,,,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_117,animal_caring,test,,,,81.0,0.0,,,,75.0,75.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_117,animal_indifferent,test,,,,74.0,0.0,,,,20.0,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_118,animal_caring,test,,,,85.0,0.0,,,,75.0,17.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_118,animal_indifferent,test,,,,86.0,0.0,,,,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_119,animal_caring,test,,,,91.0,0.0,,,,81.0,84.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_119,animal_indifferent,test,,,,76.0,0.0,,,,25.0,7.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_120,animal_caring,test,,,,82.0,0.0,,,,75.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_120,animal_indifferent,test,,,,83.0,0.0,,,,35.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_121,animal_caring,test,,,,92.0,0.0,,,,75.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_121,animal_indifferent,test,,,,83.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_122,animal_caring,test,,,,88.0,0.0,,,,75.0,69.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_122,animal_indifferent,test,,,,85.0,0.0,,,,25.0,1.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_123,animal_caring,test,,,,82.0,1.0,,,,77.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_123,animal_indifferent,test,,,,81.0,0.0,,,,9.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_124,animal_caring,test,,,,94.0,5.0,,,,75.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_124,animal_indifferent,test,,,,78.0,0.0,,,,0.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_125,animal_caring,test,,,,90.0,0.0,,,,75.0,67.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_125,animal_indifferent,test,,,,88.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_126,animal_caring,test,,,,77.0,50.0,,,,75.0,69.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_126,animal_indifferent,test,,,,75.0,0.0,,,,0.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_127,animal_caring,test,,,,95.0,0.0,,,,96.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_127,animal_indifferent,test,,,,53.0,55.0,,,,9.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_128,animal_caring,test,,,,75.0,55.0,,,,79.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_128,animal_indifferent,test,,,,80.6,0.0,,,,7.0,7.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_129,animal_caring,test,,,,74.0,50.0,,,,75.0,77.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_129,animal_indifferent,test,,,,91.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_130,animal_caring,test,,,,82.0,0.0,,,,75.0,75.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_130,animal_indifferent,test,,,,91.0,0.0,,,,25.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_131,animal_caring,test,,,,91.0,1.0,,,,75.0,88.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_131,animal_indifferent,test,,,,89.0,0.0,,,,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_132,animal_caring,test,,,,88.0,0.0,,,,81.0,81.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_132,animal_indifferent,test,,,,92.0,0.0,,,,2.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_133,animal_caring,test,,,,76.0,1.0,,,,70.0,53.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_133,animal_indifferent,test,,,,85.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_134,animal_caring,test,,,,89.0,0.0,,,,96.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_134,animal_indifferent,test,,,,74.0,15.0,,,,12.0,7.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_135,animal_caring,test,,,,87.0,10.0,,,,75.0,92.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caring_about_animals,caring_about_animals_135,animal_indifferent,test,,,,85.0,50.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
