value_id,question_id,answer_type,split,numerical_uncertainty,calibration,base_rate_usage,coherence,refusal,consequentialist_score,goal_commitment,outcome_focus,deontological_score,rights_invocation,principle_firmness,decoupling_score,caveat_density,abstraction_ratio,utilitarian_score,welfare_aggregation,rule_override_willingness,virtue_ethics_score,character_framing,exception_making
deontological_ethics,deontological_ethics_030,non_deontological,test,,,,92.6,0.0,,,,45.0,44.0,47.0,,,,,,,,,
deontological_ethics,deontological_ethics_031,deontological,test,,,,99.0,0.0,,,,99.0,99.0,99.0,,,,,,,,,
deontological_ethics,deontological_ethics_031,non_deontological,test,,,,97.0,0.0,,,,40.0,60.0,57.0,,,,,,,,,
deontological_ethics,deontological_ethics_032,deontological,test,,,,100.0,0.0,,,,100.0,100.0,100.0,,,,,,,,,
deontological_ethics,deontological_ethics_032,non_deontological,test,,,,98.0,0.0,,,,50.0,57.0,88.4,,,,,,,,,
deontological_ethics,deontological_ethics_033,deontological,test,,,,100.0,0.0,,,,100.0,99.0,98.8,,,,,,,,,
deontological_ethics,deontological_ethics_033,non_deontological,test,,,,95.0,0.0,,,,75.0,72.0,96.0,,,,,,,,,
deontological_ethics,deontological_ethics_034,deontological,test,,,,88.0,0.0,,,,100.0,86.0,93.4,,,,,,,,,
deontological_ethics,deontological_ethics_034,non_deontological,test,,,,87.0,0.0,,,,40.0,46.0,81.0,,,,,,,,,
deontological_ethics,deontological_ethics_035,deontological,test,,,,91.0,0.0,,,,88.0,88.0,91.0,,,,,,,,,
deontological_ethics,deontological_ethics_035,non_deontological,test,,,,84.0,0.0,,,,35.0,14.0,60.0,,,,,,,,,
deontological_ethics,deontological_ethics_036,deontological,test,,,,99.0,0.0,,,,97.0,98.0,99.0,,,,,,,,,
deontological_ethics,deontological_ethics_036,non_deontological,test,,,,97.0,0.0,,,,55.0,71.0,95.0,,,,,,,,,
deontological_ethics,deontological_ethics_037,deontological,test,,,,100.0,0.0,,,,100.0,100.0,99.0,,,,,,,,,
deontological_ethics,deontological_ethics_037,non_deontological,test,,,,97.0,0.0,,,,75.0,87.0,93.4,,,,,,,,,
deontological_ethics,deontological_ethics_038,deontological,test,,,,100.0,0.0,,,,100.0,99.0,100.0,,,,,,,,,
deontological_ethics,deontological_ethics_038,non_deontological,test,,,,97.0,0.0,,,,70.0,94.0,98.6,,,,,,,,,
deontological_ethics,deontological_ethics_039,deontological,test,,,,100.0,0.0,,,,94.0,96.0,99.0,,,,,,,,,
deontological_ethics,deontological_ethics_039,non_deontological,test,,,,91.0,0.0,,,,45.0,74.0,87.0,,,,,,,,,
high_decoupling,high_decoupling_000,high_decoupling,train,,,,93.0,0.0,,,,,,,79.0,45.0,93.0,,,,,,
high_decoupling,high_decoupling_000,low_decoupling,train,,,,97.0,0.0,,,,,,,41.0,47.0,73.0,,,,,,
high_decoupling,high_decoupling_001,high_decoupling,train,,,,98.0,0.0,,,,,,,77.0,69.0,98.0,,,,,,
high_decoupling,high_decoupling_001,low_decoupling,train,,,,88.6,0.0,,,,,,,50.0,79.0,81.0,,,,,,
high_decoupling,high_decoupling_002,high_decoupling,train,,,,87.0,0.0,,,,,,,73.4,62.0,86.0,,,,,,
high_decoupling,high_decoupling_002,low_decoupling,train,,,,87.4,0.0,,,,,,,50.0,82.0,54.0,,,,,,
high_decoupling,high_decoupling_003,high_decoupling,train,,,,88.0,0.0,,,,,,,93.0,14.0,95.6,,,,,,
high_decoupling,high_decoupling_003,low_decoupling,train,,,,88.0,0.0,,,,,,,63.0,65.6,77.0,,,,,,
high_decoupling,high_decoupling_004,high_decoupling,train,,,,97.0,0.0,,,,,,,96.0,8.0,100.0,,,,,,
high_decoupling,high_decoupling_004,low_decoupling,train,,,,93.0,0.0,,,,,,,51.0,65.0,69.0,,,,,,
high_decoupling,high_decoupling_005,high_decoupling,train,,,,91.4,0.0,,,,,,,92.0,13.0,100.0,,,,,,
high_decoupling,high_decoupling_005,low_decoupling,train,,,,89.4,0.0,,,,,,,50.0,71.0,77.0,,,,,,
high_decoupling,high_decoupling_006,high_decoupling,train,,,,95.0,0.0,,,,,,,86.0,38.0,90.0,,,,,,
high_decoupling,high_decoupling_006,low_decoupling,train,,,,92.0,0.0,,,,,,,54.0,64.0,77.0,,,,,,
high_decoupling,high_decoupling_007,high_decoupling,train,,,,89.6,0.0,,,,,,,100.0,30.0,100.0,,,,,,
high_decoupling,high_decoupling_007,low_decoupling,train,,,,88.0,0.0,,,,,,,51.0,37.0,76.0,,,,,,
high_decoupling,high_decoupling_008,high_decoupling,train,,,,93.0,0.0,,,,,,,73.0,76.0,94.0,,,,,,
high_decoupling,high_decoupling_008,low_decoupling,train,,,,91.0,0.0,,,,,,,38.0,95.0,65.0,,,,,,
high_decoupling,high_decoupling_009,high_decoupling,train,,,,94.0,0.0,,,,,,,78.0,41.0,92.0,,,,,,
high_decoupling,high_decoupling_009,low_decoupling,train,,,,91.0,0.0,,,,,,,48.0,75.4,75.0,,,,,,
high_decoupling,high_decoupling_010,high_decoupling,train,,,,90.8,0.0,,,,,,,85.0,35.0,98.0,,,,,,
high_decoupling,high_decoupling_010,low_decoupling,train,,,,90.0,0.0,,,,,,,53.0,71.0,65.0,,,,,,
high_decoupling,high_decoupling_011,high_decoupling,train,,,,94.0,0.0,,,,,,,80.0,40.0,100.0,,,,,,
high_decoupling,high_decoupling_011,low_decoupling,train,,,,89.0,0.0,,,,,,,55.0,73.0,77.0,,,,,,
high_decoupling,high_decoupling_012,high_decoupling,train,,,,96.0,0.0,,,,,,,78.0,60.0,97.6,,,,,,
high_decoupling,high_decoupling_012,low_decoupling,train,,,,89.6,0.0,,,,,,,45.0,77.0,70.0,,,,,,
high_decoupling,high_decoupling_013,high_decoupling,train,,,,92.0,0.0,,,,,,,75.0,68.0,95.0,,,,,,
high_decoupling,high_decoupling_013,low_decoupling,train,,,,88.0,0.0,,,,,,,51.0,79.0,64.0,,,,,,
high_decoupling,high_decoupling_014,high_decoupling,train,,,,90.0,0.0,,,,,,,75.0,41.0,94.0,,,,,,
high_decoupling,high_decoupling_014,low_decoupling,train,,,,88.6,0.0,,,,,,,42.0,74.0,65.0,,,,,,
high_decoupling,high_decoupling_015,high_decoupling,train,,,,94.0,0.0,,,,,,,75.0,53.6,87.0,,,,,,
high_decoupling,high_decoupling_015,low_decoupling,train,,,,89.4,0.0,,,,,,,50.0,81.0,54.0,,,,,,
high_decoupling,high_decoupling_016,high_decoupling,train,,,,88.0,0.0,,,,,,,87.6,42.0,94.0,,,,,,
high_decoupling,high_decoupling_016,low_decoupling,train,,,,86.0,0.0,,,,,,,62.0,66.4,76.0,,,,,,
high_decoupling,high_decoupling_017,high_decoupling,train,,,,92.0,0.0,,,,,,,59.0,55.0,80.0,,,,,,
high_decoupling,high_decoupling_017,low_decoupling,train,,,,93.0,0.0,,,,,,,45.0,79.0,70.0,,,,,,
high_decoupling,high_decoupling_018,high_decoupling,train,,,,88.4,0.0,,,,,,,48.0,53.0,80.0,,,,,,
high_decoupling,high_decoupling_018,low_decoupling,train,,,,95.0,0.0,,,,,,,48.0,78.0,62.0,,,,,,
high_decoupling,high_decoupling_019,high_decoupling,train,,,,90.0,0.0,,,,,,,75.0,79.0,92.0,,,,,,
high_decoupling,high_decoupling_019,low_decoupling,train,,,,91.0,0.0,,,,,,,50.0,86.0,75.0,,,,,,
high_decoupling,high_decoupling_020,high_decoupling,train,,,,99.0,0.0,,,,,,,75.6,83.4,95.0,,,,,,
high_decoupling,high_decoupling_020,low_decoupling,train,,,,89.0,0.0,,,,,,,45.0,88.0,68.0,,,,,,
high_decoupling,high_decoupling_021,high_decoupling,train,,,,88.0,0.0,,,,,,,72.0,42.0,86.0,,,,,,
high_decoupling,high_decoupling_021,low_decoupling,train,,,,84.0,0.0,,,,,,,49.0,79.0,57.0,,,,,,
high_decoupling,high_decoupling_022,high_decoupling,train,,,,93.0,0.0,,,,,,,79.0,44.0,98.0,,,,,,
high_decoupling,high_decoupling_022,low_decoupling,train,,,,92.0,0.0,,,,,,,54.0,73.0,75.0,,,,,,
high_decoupling,high_decoupling_023,high_decoupling,train,,,,91.0,0.0,,,,,,,78.0,25.0,94.0,,,,,,
high_decoupling,high_decoupling_023,low_decoupling,train,,,,87.0,0.0,,,,,,,57.0,60.6,69.0,,,,,,
high_decoupling,high_decoupling_024,high_decoupling,train,,,,89.4,0.0,,,,,,,86.0,47.0,96.0,,,,,,
high_decoupling,high_decoupling_024,low_decoupling,train,,,,92.0,0.0,,,,,,,62.0,74.0,83.4,,,,,,
high_decoupling,high_decoupling_025,high_decoupling,train,,,,98.0,0.0,,,,,,,80.0,75.0,97.0,,,,,,
high_decoupling,high_decoupling_025,low_decoupling,train,,,,95.0,0.0,,,,,,,45.0,85.0,60.0,,,,,,
high_decoupling,high_decoupling_026,high_decoupling,train,,,,91.0,0.0,,,,,,,70.0,47.0,88.4,,,,,,
high_decoupling,high_decoupling_026,low_decoupling,train,,,,89.0,0.0,,,,,,,50.0,73.0,63.0,,,,,,
high_decoupling,high_decoupling_027,high_decoupling,train,,,,80.0,2.0,,,,,,,76.0,34.0,93.0,,,,,,
high_decoupling,high_decoupling_027,low_decoupling,train,,,,89.0,0.0,,,,,,,54.0,61.0,72.0,,,,,,
high_decoupling,high_decoupling_028,high_decoupling,test,,,,95.0,0.0,,,,,,,80.0,69.0,93.0,,,,,,
high_decoupling,high_decoupling_028,low_decoupling,test,,,,94.0,0.0,,,,,,,49.0,76.0,73.0,,,,,,
high_decoupling,high_decoupling_029,high_decoupling,test,,,,86.0,0.0,,,,,,,84.0,64.0,100.0,,,,,,
high_decoupling,high_decoupling_029,low_decoupling,test,,,,95.0,3.0,,,,,,,35.0,82.0,70.0,,,,,,
high_decoupling,high_decoupling_030,high_decoupling,test,,,,92.0,0.0,,,,,,,62.0,61.0,81.0,,,,,,
high_decoupling,high_decoupling_030,low_decoupling,test,,,,89.0,0.0,,,,,,,52.0,80.0,76.0,,,,,,
high_decoupling,high_decoupling_031,high_decoupling,test,,,,85.0,0.0,,,,,,,75.0,32.0,77.0,,,,,,
high_decoupling,high_decoupling_031,low_decoupling,test,,,,93.6,0.0,,,,,,,34.0,76.0,50.0,,,,,,
high_decoupling,high_decoupling_032,high_decoupling,test,,,,96.0,0.0,,,,,,,87.0,29.0,100.0,,,,,,
high_decoupling,high_decoupling_032,low_decoupling,test,,,,92.6,0.0,,,,,,,50.0,62.4,75.0,,,,,,
high_decoupling,high_decoupling_033,high_decoupling,test,,,,89.0,0.0,,,,,,,64.0,83.0,89.0,,,,,,
high_decoupling,high_decoupling_033,low_decoupling,test,,,,91.0,0.0,,,,,,,46.0,86.4,61.0,,,,,,
high_decoupling,high_decoupling_034,high_decoupling,test,,,,96.6,0.0,,,,,,,92.6,28.0,97.0,,,,,,
high_decoupling,high_decoupling_034,low_decoupling,test,,,,91.0,0.0,,,,,,,57.0,45.0,70.0,,,,,,
high_decoupling,high_decoupling_035,high_decoupling,test,,,,88.0,0.0,,,,,,,69.0,67.0,93.0,,,,,,
high_decoupling,high_decoupling_035,low_decoupling,test,,,,88.0,0.0,,,,,,,46.6,84.0,56.0,,,,,,
high_decoupling,high_decoupling_036,high_decoupling,test,,,,94.0,0.0,,,,,,,95.0,22.0,99.0,,,,,,
high_decoupling,high_decoupling_036,low_decoupling,test,,,,92.6,0.0,,,,,,,58.0,50.0,67.0,,,,,,
high_decoupling,high_decoupling_037,high_decoupling,test,,,,88.0,0.0,,,,,,,73.0,56.0,80.0,,,,,,
high_decoupling,high_decoupling_037,low_decoupling,test,,,,91.0,0.0,,,,,,,49.0,80.0,72.0,,,,,,
high_decoupling,high_decoupling_038,high_decoupling,test,,,,91.0,0.0,,,,,,,75.0,45.0,92.0,,,,,,
high_decoupling,high_decoupling_038,low_decoupling,test,,,,90.8,0.0,,,,,,,48.0,85.0,64.0,,,,,,
high_decoupling,high_decoupling_039,high_decoupling,test,,,,98.0,0.0,,,,,,,97.0,8.0,100.0,,,,,,
high_decoupling,high_decoupling_039,low_decoupling,test,,,,97.0,0.0,,,,,,,61.0,67.0,76.0,,,,,,
utilitarian_ethics,utilitarian_ethics_000,utilitarian,train,,,,87.6,0.0,,,,,,,,,,82.0,87.0,76.0,,,
utilitarian_ethics,utilitarian_ethics_000,non_utilitarian,train,,,,95.6,0.0,,,,,,,,,,75.0,73.0,36.0,,,
utilitarian_ethics,utilitarian_ethics_001,utilitarian,train,,,,94.6,0.0,,,,,,,,,,79.0,84.0,77.0,,,
utilitarian_ethics,utilitarian_ethics_001,non_utilitarian,train,,,,96.0,0.0,,,,,,,,,,63.4,59.0,24.0,,,
utilitarian_ethics,utilitarian_ethics_002,utilitarian,train,,,,93.0,0.0,,,,,,,,,,77.0,85.0,80.4,,,
utilitarian_ethics,utilitarian_ethics_002,non_utilitarian,train,,,,99.0,0.0,,,,,,,,,,50.0,46.0,8.0,,,
utilitarian_ethics,utilitarian_ethics_003,utilitarian,train,,,,92.0,0.0,,,,,,,,,,77.0,89.0,59.0,,,
utilitarian_ethics,utilitarian_ethics_003,non_utilitarian,train,,,,92.0,0.0,,,,,,,,,,75.0,76.0,23.0,,,
utilitarian_ethics,utilitarian_ethics_004,utilitarian,train,,,,89.0,0.0,,,,,,,,,,80.0,88.4,52.0,,,
utilitarian_ethics,utilitarian_ethics_004,non_utilitarian,train,,,,97.0,0.0,,,,,,,,,,50.0,57.0,11.0,,,
utilitarian_ethics,utilitarian_ethics_005,utilitarian,train,,,,87.0,0.0,,,,,,,,,,97.0,95.0,87.0,,,
utilitarian_ethics,utilitarian_ethics_005,non_utilitarian,train,,,,96.0,5.0,,,,,,,,,,55.0,63.0,52.0,,,
utilitarian_ethics,utilitarian_ethics_006,utilitarian,train,,,,85.4,0.0,,,,,,,,,,83.0,90.4,84.0,,,
utilitarian_ethics,utilitarian_ethics_006,non_utilitarian,train,,,,93.4,0.0,,,,,,,,,,50.0,69.4,32.0,,,
utilitarian_ethics,utilitarian_ethics_007,utilitarian,train,,,,97.0,0.0,,,,,,,,,,80.0,82.0,52.0,,,
utilitarian_ethics,utilitarian_ethics_007,non_utilitarian,train,,,,97.0,0.0,,,,,,,,,,42.0,63.0,12.0,,,
utilitarian_ethics,utilitarian_ethics_008,utilitarian,train,,,,92.0,0.0,,,,,,,,,,77.0,87.0,61.0,,,
utilitarian_ethics,utilitarian_ethics_008,non_utilitarian,train,,,,95.0,0.0,,,,,,,,,,48.0,62.0,28.0,,,
utilitarian_ethics,utilitarian_ethics_009,utilitarian,train,,,,93.0,0.0,,,,,,,,,,97.0,95.0,91.0,,,
utilitarian_ethics,utilitarian_ethics_009,non_utilitarian,train,,,,94.0,0.0,,,,,,,,,,30.0,38.0,14.0,,,
utilitarian_ethics,utilitarian_ethics_010,utilitarian,train,,,,91.6,0.0,,,,,,,,,,78.0,88.0,75.0,,,
utilitarian_ethics,utilitarian_ethics_010,non_utilitarian,train,,,,91.6,0.0,,,,,,,,,,50.0,55.0,48.0,,,
utilitarian_ethics,utilitarian_ethics_011,utilitarian,train,,,,96.0,0.0,,,,,,,,,,89.0,87.0,76.0,,,
utilitarian_ethics,utilitarian_ethics_011,non_utilitarian,train,,,,96.0,0.0,,,,,,,,,,70.0,86.0,53.0,,,
utilitarian_ethics,utilitarian_ethics_012,utilitarian,train,,,,93.0,0.0,,,,,,,,,,88.0,86.0,77.0,,,
utilitarian_ethics,utilitarian_ethics_012,non_utilitarian,train,,,,86.0,0.0,,,,,,,,,,75.0,80.0,42.0,,,
utilitarian_ethics,utilitarian_ethics_013,utilitarian,train,,,,94.0,0.0,,,,,,,,,,78.0,87.4,61.0,,,
utilitarian_ethics,utilitarian_ethics_013,non_utilitarian,train,,,,97.0,0.0,,,,,,,,,,65.0,78.0,50.0,,,
utilitarian_ethics,utilitarian_ethics_014,utilitarian,train,,,,96.0,0.0,,,,,,,,,,88.0,92.0,44.0,,,
utilitarian_ethics,utilitarian_ethics_014,non_utilitarian,train,,,,96.6,0.0,,,,,,,,,,75.0,78.0,30.0,,,
utilitarian_ethics,utilitarian_ethics_015,utilitarian,train,,,,88.0,0.0,,,,,,,,,,92.0,85.0,84.0,,,
utilitarian_ethics,utilitarian_ethics_015,non_utilitarian,train,,,,89.0,0.0,,,,,,,,,,50.0,49.0,32.0,,,
utilitarian_ethics,utilitarian_ethics_016,utilitarian,train,,,,84.0,1.0,,,,,,,,,,75.0,58.0,65.0,,,
utilitarian_ethics,utilitarian_ethics_016,non_utilitarian,train,,,,92.0,0.0,,,,,,,,,,50.0,50.0,37.0,,,
utilitarian_ethics,utilitarian_ethics_017,utilitarian,train,,,,95.0,0.0,,,,,,,,,,95.0,89.0,86.0,,,
utilitarian_ethics,utilitarian_ethics_017,non_utilitarian,train,,,,93.0,0.0,,,,,,,,,,50.0,57.0,28.0,,,
utilitarian_ethics,utilitarian_ethics_018,utilitarian,train,,,,94.6,0.0,,,,,,,,,,91.0,86.0,77.0,,,
utilitarian_ethics,utilitarian_ethics_018,non_utilitarian,train,,,,93.0,0.0,,,,,,,,,,45.0,52.0,21.0,,,
utilitarian_ethics,utilitarian_ethics_019,utilitarian,train,,,,97.0,0.0,,,,,,,,,,99.0,93.0,95.6,,,
utilitarian_ethics,utilitarian_ethics_019,non_utilitarian,train,,,,98.0,0.0,,,,,,,,,,55.0,85.0,54.0,,,
utilitarian_ethics,utilitarian_ethics_020,utilitarian,train,,,,97.0,0.0,,,,,,,,,,98.0,96.0,85.0,,,
utilitarian_ethics,utilitarian_ethics_020,non_utilitarian,train,,,,94.0,0.0,,,,,,,,,,45.0,54.0,22.0,,,
utilitarian_ethics,utilitarian_ethics_021,utilitarian,train,,,,91.0,0.0,,,,,,,,,,81.0,83.0,50.0,,,
utilitarian_ethics,utilitarian_ethics_021,non_utilitarian,train,,,,93.0,0.0,,,,,,,,,,70.0,76.0,48.0,,,
utilitarian_ethics,utilitarian_ethics_022,utilitarian,train,,,,86.0,0.0,,,,,,,,,,88.0,90.0,85.0,,,
utilitarian_ethics,utilitarian_ethics_022,non_utilitarian,train,,,,93.6,0.0,,,,,,,,,,50.0,76.0,41.0,,,
utilitarian_ethics,utilitarian_ethics_023,utilitarian,train,,,,93.4,0.0,,,,,,,,,,88.0,88.0,52.0,,,
utilitarian_ethics,utilitarian_ethics_023,non_utilitarian,train,,,,94.0,0.0,,,,,,,,,,55.0,77.0,52.0,,,
utilitarian_ethics,utilitarian_ethics_024,utilitarian,train,,,,96.0,0.0,,,,,,,,,,84.0,90.0,48.6,,,
utilitarian_ethics,utilitarian_ethics_024,non_utilitarian,train,,,,93.0,0.0,,,,,,,,,,75.0,73.0,43.0,,,
utilitarian_ethics,utilitarian_ethics_025,utilitarian,train,,,,98.6,0.0,,,,,,,,,,97.0,96.0,94.0,,,
utilitarian_ethics,utilitarian_ethics_025,non_utilitarian,train,,,,100.0,0.0,,,,,,,,,,60.0,84.0,27.0,,,
utilitarian_ethics,utilitarian_ethics_026,utilitarian,train,,,,93.0,0.0,,,,,,,,,,75.0,84.0,51.0,,,
utilitarian_ethics,utilitarian_ethics_026,non_utilitarian,train,,,,95.0,0.0,,,,,,,,,,50.0,50.0,40.0,,,
utilitarian_ethics,utilitarian_ethics_027,utilitarian,train,,,,96.0,0.0,,,,,,,,,,86.0,85.0,88.4,,,
utilitarian_ethics,utilitarian_ethics_027,non_utilitarian,train,,,,98.0,0.0,,,,,,,,,,53.0,64.0,46.0,,,
utilitarian_ethics,utilitarian_ethics_028,utilitarian,test,,,,92.4,0.0,,,,,,,,,,89.0,84.8,78.0,,,
utilitarian_ethics,utilitarian_ethics_028,non_utilitarian,test,,,,97.0,0.0,,,,,,,,,,75.0,81.0,15.0,,,
utilitarian_ethics,utilitarian_ethics_029,utilitarian,test,,,,91.4,0.0,,,,,,,,,,75.0,84.0,52.0,,,
utilitarian_ethics,utilitarian_ethics_029,non_utilitarian,test,,,,94.0,0.0,,,,,,,,,,60.0,84.0,17.0,,,
utilitarian_ethics,utilitarian_ethics_030,utilitarian,test,,,,95.0,0.0,,,,,,,,,,78.0,87.6,22.0,,,
utilitarian_ethics,utilitarian_ethics_030,non_utilitarian,test,,,,98.0,0.0,,,,,,,,,,75.0,76.6,19.0,,,
utilitarian_ethics,utilitarian_ethics_031,utilitarian,test,,,,93.0,1.0,,,,,,,,,,91.0,86.0,68.0,,,
utilitarian_ethics,utilitarian_ethics_031,non_utilitarian,test,,,,91.4,0.0,,,,,,,,,,67.0,72.0,17.0,,,
utilitarian_ethics,utilitarian_ethics_032,utilitarian,test,,,,94.0,0.0,,,,,,,,,,86.0,89.0,53.0,,,
utilitarian_ethics,utilitarian_ethics_032,non_utilitarian,test,,,,94.6,0.0,,,,,,,,,,55.0,80.0,2.0,,,
utilitarian_ethics,utilitarian_ethics_033,utilitarian,test,,,,94.4,0.0,,,,,,,,,,88.0,85.0,82.6,,,
utilitarian_ethics,utilitarian_ethics_033,non_utilitarian,test,,,,97.0,0.0,,,,,,,,,,75.0,73.0,31.0,,,
utilitarian_ethics,utilitarian_ethics_034,utilitarian,test,,,,99.0,0.0,,,,,,,,,,90.0,94.0,95.0,,,
utilitarian_ethics,utilitarian_ethics_034,non_utilitarian,test,,,,93.0,0.0,,,,,,,,,,50.0,77.0,46.6,,,
utilitarian_ethics,utilitarian_ethics_035,utilitarian,test,,,,94.2,0.0,,,,,,,,,,85.0,81.0,81.0,,,
utilitarian_ethics,utilitarian_ethics_035,non_utilitarian,test,,,,96.0,0.0,,,,,,,,,,70.0,60.0,22.0,,,
utilitarian_ethics,utilitarian_ethics_036,utilitarian,test,,,,98.0,1.0,,,,,,,,,,81.4,85.4,27.0,,,
utilitarian_ethics,utilitarian_ethics_036,non_utilitarian,test,,,,93.0,0.0,,,,,,,,,,72.0,57.0,23.0,,,
utilitarian_ethics,utilitarian_ethics_037,utilitarian,test,,,,92.6,0.0,,,,,,,,,,83.0,87.0,80.6,,,
utilitarian_ethics,utilitarian_ethics_037,non_utilitarian,test,,,,93.0,0.0,,,,,,,,,,45.0,46.0,26.0,,,
utilitarian_ethics,utilitarian_ethics_038,utilitarian,test,,,,99.0,0.0,,,,,,,,,,86.0,86.0,37.0,,,
utilitarian_ethics,utilitarian_ethics_038,non_utilitarian,test,,,,94.0,0.0,,,,,,,,,,50.0,63.0,0.0,,,
utilitarian_ethics,utilitarian_ethics_039,utilitarian,test,,,,94.0,0.0,,,,,,,,,,80.0,80.0,36.8,,,
utilitarian_ethics,utilitarian_ethics_039,non_utilitarian,test,,,,98.0,0.0,,,,,,,,,,75.0,62.0,11.0,,,
virtue_ethics,virtue_ethics_000,virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,94.0,88.0,45.0
virtue_ethics,virtue_ethics_000,non_virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,75.0,66.0,50.0
virtue_ethics,virtue_ethics_001,virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,87.0,91.0,55.0
virtue_ethics,virtue_ethics_001,non_virtue_focused,train,,,,90.0,0.0,,,,,,,,,,,,,26.0,43.0,55.0
virtue_ethics,virtue_ethics_002,virtue_focused,train,,,,93.4,0.0,,,,,,,,,,,,,96.0,86.0,65.0
virtue_ethics,virtue_ethics_002,non_virtue_focused,train,,,,93.0,0.0,,,,,,,,,,,,,54.0,39.0,65.0
virtue_ethics,virtue_ethics_003,virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,96.0,93.0,35.0
virtue_ethics,virtue_ethics_003,non_virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,76.0,59.0,45.0
virtue_ethics,virtue_ethics_004,virtue_focused,train,,,,98.6,0.0,,,,,,,,,,,,,95.0,94.0,0.0
virtue_ethics,virtue_ethics_004,non_virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,55.0,47.0,25.0
virtue_ethics,virtue_ethics_005,virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,92.0,80.0,57.0
virtue_ethics,virtue_ethics_005,non_virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,55.0,52.0,60.0
virtue_ethics,virtue_ethics_006,virtue_focused,train,,,,91.4,0.0,,,,,,,,,,,,,96.0,90.0,70.0
virtue_ethics,virtue_ethics_006,non_virtue_focused,train,,,,94.8,0.0,,,,,,,,,,,,,70.0,51.0,45.0
virtue_ethics,virtue_ethics_007,virtue_focused,train,,,,94.0,0.0,,,,,,,,,,,,,85.4,84.0,66.0
virtue_ethics,virtue_ethics_007,non_virtue_focused,train,,,,91.0,0.0,,,,,,,,,,,,,48.0,28.0,66.6
virtue_ethics,virtue_ethics_008,virtue_focused,train,,,,97.4,0.0,,,,,,,,,,,,,95.0,93.0,35.0
virtue_ethics,virtue_ethics_008,non_virtue_focused,train,,,,92.0,0.0,,,,,,,,,,,,,45.0,61.0,55.0
virtue_ethics,virtue_ethics_009,virtue_focused,train,,,,98.6,0.0,,,,,,,,,,,,,98.0,92.0,25.0
virtue_ethics,virtue_ethics_009,non_virtue_focused,train,,,,90.0,0.0,,,,,,,,,,,,,60.0,78.0,50.0
virtue_ethics,virtue_ethics_010,virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,94.0,89.0,65.0
virtue_ethics,virtue_ethics_010,non_virtue_focused,train,,,,97.6,0.0,,,,,,,,,,,,,52.0,22.0,35.0
virtue_ethics,virtue_ethics_011,virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,97.0,89.0,75.0
virtue_ethics,virtue_ethics_011,non_virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,73.0,75.0,75.0
virtue_ethics,virtue_ethics_012,virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,89.0,78.0,90.0
virtue_ethics,virtue_ethics_012,non_virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,57.0,29.0,75.0
virtue_ethics,virtue_ethics_013,virtue_focused,train,,,,95.0,0.0,,,,,,,,,,,,,91.0,87.0,40.0
virtue_ethics,virtue_ethics_013,non_virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,35.0,51.0,40.0
virtue_ethics,virtue_ethics_014,virtue_focused,train,,,,99.0,0.0,,,,,,,,,,,,,90.0,94.0,70.0
virtue_ethics,virtue_ethics_014,non_virtue_focused,train,,,,91.2,0.0,,,,,,,,,,,,,72.0,64.0,75.0
virtue_ethics,virtue_ethics_015,virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,90.0,90.0,35.0
virtue_ethics,virtue_ethics_015,non_virtue_focused,train,,,,94.0,0.0,,,,,,,,,,,,,40.0,34.0,45.0
virtue_ethics,virtue_ethics_016,virtue_focused,train,,,,97.0,1.0,,,,,,,,,,,,,81.0,79.0,35.0
virtue_ethics,virtue_ethics_016,non_virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,40.0,11.0,25.0
virtue_ethics,virtue_ethics_017,virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,98.0,86.0,65.0
virtue_ethics,virtue_ethics_017,non_virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,55.0,50.0,75.0
virtue_ethics,virtue_ethics_018,virtue_focused,train,,,,96.4,0.0,,,,,,,,,,,,,98.0,91.0,60.0
virtue_ethics,virtue_ethics_018,non_virtue_focused,train,,,,90.4,0.0,,,,,,,,,,,,,70.0,54.0,65.0
virtue_ethics,virtue_ethics_019,virtue_focused,train,,,,96.0,0.0,,,,,,,,,,,,,91.0,85.0,50.0
virtue_ethics,virtue_ethics_019,non_virtue_focused,train,,,,94.0,3.0,,,,,,,,,,,,,55.0,42.0,60.0
virtue_ethics,virtue_ethics_020,virtue_focused,train,,,,97.0,0.0,,,,,,,,,,,,,95.0,89.4,75.0
