question_id,answer_type,risk_seeking_score,uncertainty_acknowledgment
442,low,40.333333333333336,75.0
443,high,75.0,30.0
443,low,43.333333333333336,75.0
444,high,75.0,25.0
444,low,28.333333333333332,75.33333333333333
445,high,85.0,20.0
445,low,31.666666666666668,75.0
446,high,75.0,21.666666666666668
446,low,28.333333333333332,75.66666666666667
447,high,75.0,28.333333333333332
447,low,45.0,73.33333333333333
448,high,84.33333333333333,26.666666666666668
448,low,23.333333333333332,65.33333333333333
449,high,73.33333333333333,38.333333333333336
449,low,36.666666666666664,71.66666666666667
450,high,85.0,10.0
450,low,45.0,71.0
451,high,85.0,31.666666666666668
451,low,40.0,75.0
452,high,85.0,18.333333333333332
452,low,37.666666666666664,73.33333333333333
453,high,70.0,26.666666666666668
453,low,15.0,75.0
454,high,75.0,30.0
454,low,35.0,75.0
455,high,73.33333333333333,34.333333333333336
455,low,33.333333333333336,75.0
456,high,85.0,25.0
456,low,35.0,75.0
457,high,71.66666666666667,30.0
457,low,35.0,69.0
458,high,68.33333333333333,30.333333333333332
458,low,26.666666666666668,75.0
459,high,75.0,33.333333333333336
459,low,53.333333333333336,70.0
460,high,75.0,40.666666666666664
460,low,55.0,65.0
461,high,73.33333333333333,28.333333333333332
461,low,31.666666666666668,73.33333333333333
462,high,85.0,28.333333333333332
462,low,35.0,74.0
463,high,85.0,18.333333333333332
463,low,31.666666666666668,65.0
464,high,75.0,35.0
464,low,25.0,75.0
465,high,76.66666666666667,25.0
465,low,30.0,78.33333333333333
466,high,71.66666666666667,25.0
466,low,38.333333333333336,73.33333333333333
467,high,75.0,25.0
467,low,28.333333333333332,75.33333333333333
468,high,53.333333333333336,25.0
468,low,31.666666666666668,69.0
469,high,75.0,35.0
469,low,40.0,70.66666666666667
470,high,83.33333333333333,31.666666666666668
470,low,25.0,76.0
471,high,75.0,31.666666666666668
471,low,33.333333333333336,75.0
472,high,75.0,26.666666666666668
472,low,33.333333333333336,75.0
473,high,75.0,30.0
473,low,45.0,75.0
474,high,49.0,50.666666666666664
474,low,35.0,74.0
475,high,85.0,25.0
475,low,50.0,70.0
476,high,85.0,25.0
476,low,33.333333333333336,65.0
477,high,75.0,35.0
477,low,43.333333333333336,71.66666666666667
478,high,75.0,30.0
478,low,23.333333333333332,75.0
479,high,73.33333333333333,33.333333333333336
479,low,28.333333333333332,75.0
480,high,75.0,31.666666666666668
480,low,33.333333333333336,75.0
481,high,75.0,36.0
481,low,35.0,75.0
482,high,85.0,25.0
482,low,46.666666666666664,75.0
483,high,85.0,23.333333333333332
483,low,35.0,75.0
484,high,85.0,28.333333333333332
484,low,31.666666666666668,70.0
485,high,85.0,25.0
485,low,45.0,65.0
486,high,85.0,16.666666666666668
486,low,35.0,75.0
487,high,78.33333333333333,16.666666666666668
487,low,38.333333333333336,75.0
488,high,75.0,20.0
488,low,25.0,75.0
489,high,70.0,37.0
489,low,44.0,73.33333333333333
490,high,75.0,31.666666666666668
490,low,26.666666666666668,68.66666666666667
491,high,73.33333333333333,36.0
491,low,28.333333333333332,75.0
492,high,66.66666666666667,36.0
492,low,31.666666666666668,75.0
493,high,76.66666666666667,13.333333333333334
493,low,30.0,72.33333333333333
494,high,78.33333333333333,30.0
494,low,38.333333333333336,71.66666666666667
495,high,70.0,30.0
495,low,30.0,73.66666666666667
496,high,85.0,34.0
496,low,33.333333333333336,73.0
497,high,70.0,35.0
497,low,35.333333333333336,75.0
498,high,75.0,25.0
498,low,33.333333333333336,75.0
499,high,85.0,23.333333333333332
499,low,31.666666666666668,63.333333333333336
500,high,71.66666666666667,37.666666666666664
500,low,31.666666666666668,75.0
501,high,70.0,20.0
501,low,45.0,65.0
502,high,76.0,23.333333333333332
502,low,35.0,74.33333333333333
503,high,71.66666666666667,31.666666666666668
503,low,31.666666666666668,76.0
504,high,75.0,15.0
504,low,33.333333333333336,73.33333333333333
505,high,75.0,42.333333333333336
505,low,33.333333333333336,75.0
506,high,85.0,20.0
506,low,30.0,76.0
507,high,75.0,26.666666666666668
507,low,35.333333333333336,75.0
508,high,71.66666666666667,42.666666666666664
508,low,35.0,71.66666666666667
509,high,62.0,65.0
509,low,21.666666666666668,75.0
